setting,subset,n,difference,explained_menref,explained_womenref,unexplained_menref,unexplained_womenref,explained_flip,unexplained_flip,any_flip,error,depth,seed,n_params
d=1 s=2,Urine quartile 2,802,0.0149901230333403,0.0100455053398327,0.0094013589156133,0.0049446176935075,0.0055887641177269,False,False,False,,1,2,257
d=1 s=2,Urine quartile 3,855,0.0601118199903958,0.024551404387139,0.0037025267963104,0.0355604156032567,0.0564092931940853,False,False,False,,1,2,257
d=1 s=2,SAPS quartile 0,1025,0.0026756349262149,0.0027527131152527,0.0016827878581329,-7.707818903775199e-05,0.000992847068082,False,True,True,,1,2,257
d=1 s=2,SAPS quartile 1,946,0.0452124666297511,0.0043926422826705,0.0178973985023652,0.0408198243470805,0.0273150681273859,False,False,False,,1,2,257
d=1 s=2,SAPS quartile 2,660,0.0015384615384615,0.0183829758475043,0.009049621573036,-0.0168445143090427,-0.0075111600345744,False,False,False,,1,2,257
d=1 s=2,SAPS quartile 3,798,-0.0389986891196934,0.0288303065856802,0.0406499888919266,-0.0678289957053737,-0.07964867801162,False,False,False,,1,2,257
d=1 s=2,HR > 100,945,-0.0351262896411669,0.0130967358285305,0.0131126198344388,-0.0482230254696975,-0.0482389094756058,False,False,False,,1,2,257
d=1 s=2,MAP < 65,697,-0.0279136809159047,0.0116306364695114,0.019439279122686,-0.0395443173854162,-0.0473529600385908,False,False,False,,1,2,257
d=1 s=2,Temp > 38C,267,-0.0430204913392958,0.0121762450621386,-0.0013804070969267,-0.0551967364014344,-0.041640084242369,True,False,True,,1,2,257
d=1 s=2,Urine > 1000,210,0.0458952811893988,0.059232246673047,-0.0133783825557738,-0.0133369654836481,0.0592736637451726,True,True,True,,1,2,257
d=1 s=2,Random 50% #1,1714,0.0148182289884191,0.0174316083562729,0.017392829620585,-0.0026133793678537,-0.0025746006321658,False,False,False,,1,2,257
d=1 s=2,Random 50% #2,1714,0.0038708396744524,0.0171170988241295,0.0100559189467758,-0.0132462591496771,-0.0061850792723233,False,False,False,,1,2,257
d=1 s=2,Random 50% #3,1714,0.0221853388658367,0.0136221417395823,0.0203119284052965,0.0085631971262544,0.0018734104605402,False,False,False,,1,2,257
d=1 s=2,Random 50% #4,1714,0.0209444740819774,0.0173668748520624,0.0168398625922122,0.0035775992299149,0.0041046114897652,False,False,False,,1,2,257
d=1 s=2,Random 50% #5,1714,0.025145147627017,0.0126357325584398,0.0180539620480082,0.0125094150685772,0.0070911855790088,False,False,False,,1,2,257
d=1 s=2,Random 50% #6,1714,-0.0032358828377694,0.0232097844279633,0.0153207305831771,-0.0264456672657328,-0.0185566134209466,False,False,False,,1,2,257
d=1 s=2,Random 50% #7,1714,0.0203886964648963,0.0225357219330008,0.0308056367402006,-0.0021470254681045,-0.0104169402753042,False,False,False,,1,2,257
d=1 s=2,Random 50% #8,1714,-0.0080211409064465,0.0228974464587144,0.0197135032913055,-0.0309185873651609,-0.027734644197752,False,False,False,,1,2,257
d=1 s=2,Random 50% #9,1714,-0.0018808498325041,0.013312878580608,0.0246452681864695,-0.0151937284131122,-0.0265261180189737,False,False,False,,1,2,257
d=1 s=2,Random 50% #10,1714,0.0032849222618878,0.0159830660054585,0.0161661269547912,-0.0126981437435706,-0.0128812046929033,False,False,False,,1,2,257
d=1 s=2,Random 50% #11,1714,0.0064028840624585,0.0222799574098295,0.0240772611651738,-0.015877073347371,-0.0176743771027153,False,False,False,,1,2,257
d=1 s=2,Random 50% #12,1714,-0.0033234372422892,0.0163730830224102,0.0150280096846387,-0.0196965202646995,-0.018351446926928,False,False,False,,1,2,257
d=1 s=2,Random 50% #13,1714,0.0032517955657333,0.0125755248292696,0.0204432873262346,-0.0093237292635363,-0.0171914917605012,False,False,False,,1,2,257
d=1 s=2,Random 50% #14,1714,0.0062157191184681,0.018378995147357,0.0130040883680332,-0.0121632760288888,-0.0067883692495651,False,False,False,,1,2,257
d=1 s=2,Random 50% #15,1714,0.0026854501430772,0.0187868763703603,0.0285873471367253,-0.016101426227283,-0.0259018969936481,False,False,False,,1,2,257
d=1 s=2,Random 50% #16,1714,0.0188052608311229,0.0181311227347181,0.0167289346460709,0.0006741380964047,0.0020763261850519,False,False,False,,1,2,257
d=1 s=2,Random 50% #17,1714,0.0073507410721795,0.0140661615435911,0.021713284517706,-0.0067154204714115,-0.0143625434455264,False,False,False,,1,2,257
d=1 s=2,Random 50% #18,1714,0.0251803786741562,0.0233030658516689,0.0251526874131373,0.0018773128224872,2.769126101886954e-05,False,False,False,,1,2,257
d=1 s=2,Random 50% #19,1714,0.0087463233253787,0.0096891520795839,0.0164970956553516,-0.0009428287542051,-0.0077507723299728,False,False,False,,1,2,257
d=1 s=2,Random 50% #20,1714,0.0239488541873964,0.0139792596269167,0.0242282869327244,0.0099695945604796,-0.0002794327453279,False,True,True,,1,2,257
d=1 s=2,Random 50% #21,1714,0.0016605879752431,0.0108177723529449,0.0288719997328135,-0.0091571843777018,-0.0272114117575703,False,False,False,,1,2,257
d=1 s=2,Random 50% #22,1714,0.0178287222426975,0.0130068931875323,0.0198966457883702,0.0048218290551651,-0.0020679235456727,False,True,True,,1,2,257
d=1 s=2,Random 50% #23,1714,-0.0051929851771431,0.0113874576012851,0.021778495552933,-0.0165804427784282,-0.0269714807300762,False,False,False,,1,2,257
d=1 s=2,Random 50% #24,1714,0.0201698382197979,0.0124795702419421,0.0262994846067992,0.0076902679778558,-0.0061296463870013,False,True,True,,1,2,257
d=1 s=2,Random 50% #25,1714,0.0024135223603308,0.026021040402789,0.0209133491040039,-0.0236075180424581,-0.018499826743673,False,False,False,,1,2,257
d=1 s=2,Random 50% #26,1714,-0.0063986093578627,0.0162837322363089,0.0142811783505347,-0.0226823415941716,-0.0206797877083974,False,False,False,,1,2,257
d=1 s=2,Random 50% #27,1714,-0.0048317683881064,0.0154210997665331,0.0174262487116345,-0.0202528681546395,-0.0222580170997409,False,False,False,,1,2,257
d=1 s=2,Random 50% #28,1714,0.0098094573797898,0.0146396545063694,0.0159989728965083,-0.0048301971265795,-0.0061895155167185,False,False,False,,1,2,257
d=1 s=2,Random 50% #29,1714,0.0125552608311229,0.013877587686006,0.0079210594032607,-0.0013223268548831,0.0046342014278621,False,True,True,,1,2,257
d=1 s=2,Random 50% #30,1714,0.0022139615866539,0.0147225323787091,0.0221013865304083,-0.0125085707920552,-0.0198874249437544,False,False,False,,1,2,257
d=1 s=2,Random 50% #31,1714,0.0081502190717898,0.0122215665671925,0.0116872138399604,-0.0040713474954027,-0.0035369947681706,False,False,False,,1,2,257
d=1 s=2,Random 50% #32,1714,-0.0092920029904661,0.0111631256244463,0.0184434546797718,-0.0204551286149124,-0.027735457670238,False,False,False,,1,2,257
d=1 s=2,Random 50% #33,1714,-0.002514181228832,0.0131798228635367,0.0190605533709518,-0.0156940040923687,-0.0215747345997838,False,False,False,,1,2,257
d=1 s=2,Random 50% #34,1714,0.0070180513371488,0.0148088078315985,0.0125748796370027,-0.0077907564944497,-0.0055568282998539,False,False,False,,1,2,257
d=1 s=2,Random 50% #35,1714,0.0093248828878478,0.0211007790437983,0.0193777497742073,-0.0117758961559504,-0.0100528668863594,False,False,False,,1,2,257
d=1 s=2,Random 50% #36,1714,0.016912667846362,0.0087474186574273,0.0255721811520127,0.0081652491889346,-0.0086595133056507,False,True,True,,1,2,257
d=1 s=2,Random 50% #37,1714,0.0036653828805384,0.0085486861361513,0.0210165354304216,-0.0048833032556128,-0.0173511525498831,False,False,False,,1,2,257
d=1 s=2,Random 50% #38,1714,0.0021576191788371,0.0151775423847125,0.0152230366356714,-0.0130199232058753,-0.0130654174568343,False,False,False,,1,2,257
d=1 s=2,Random 50% #39,1714,0.0170086158804934,0.0115337036305472,0.0173442969983354,0.0054749122499461,-0.000335681117842,False,True,True,,1,2,257
d=1 s=2,Random 50% #40,1714,0.018520937100027,0.0169137782449909,0.0239796232204715,0.0016071588550361,-0.0054586861204444,False,True,True,,1,2,257
d=1 s=2,Random 50% #41,1714,0.0027199322354597,0.0068370341841846,0.0139840245131712,-0.0041171019487248,-0.0112640922777114,False,False,False,,1,2,257
d=1 s=2,Random 50% #42,1714,0.0178900300253214,0.0221377289952977,0.0116983257776593,-0.0042476989699763,0.006191704247662,False,True,True,,1,2,257
d=1 s=2,Random 50% #43,1714,0.0169958506224066,0.0173561421655803,0.0152165569451966,-0.0003602915431737,0.0017792936772099,False,True,True,,1,2,257
d=1 s=2,Random 50% #44,1714,-0.0080414937759336,0.0184255976724916,0.0139848203184704,-0.0264670914484252,-0.022026314094404,False,False,False,,1,2,257
d=1 s=2,Random 50% #45,1714,-0.0006684003732017,0.0185191941897595,0.0158499851199004,-0.0191875945629612,-0.0165183854931021,False,False,False,,1,2,257
d=1 s=2,Random 50% #46,1714,-0.0127567411871579,0.0153179757844517,0.0189466551910687,-0.0280747169716096,-0.0317033963782266,False,False,False,,1,2,257
d=1 s=2,Random 50% #47,1714,-0.0023071888899981,0.020223826566297,0.0291579979409658,-0.0225310154562951,-0.0314651868309639,False,False,False,,1,2,257
d=1 s=2,Random 50% #48,1714,0.0007707867678387,0.0252163310223016,0.0252485649074976,-0.0244455442544628,-0.0244777781396588,False,False,False,,1,2,257
d=1 s=2,Random 50% #49,1714,-0.0052585890287469,0.011068908038269,0.0153434553517271,-0.016327497067016,-0.0206020443804741,False,False,False,,1,2,257
d=1 s=2,Random 50% #50,1714,-0.009935439192208,0.0054466098107764,0.0028785466128828,-0.0153820490029844,-0.0128139858050909,False,False,False,,1,2,257
d=1 s=2,Random 30% #1,1028,0.0177032019704433,0.0093373807323597,0.0359308158402329,0.0083658212380836,-0.0182276138697896,False,True,True,,1,2,257
d=1 s=2,Random 30% #2,1028,-0.0188812287552644,-0.0040064523989654,0.0241184177498108,-0.014874776356299,-0.0429996465050752,True,False,True,,1,2,257
d=1 s=2,Random 30% #3,1028,-0.0136963318843895,-0.0031830797097605,0.0020564973141712,-0.0105132521746289,-0.0157528291985608,True,False,True,,1,2,257
d=1 s=2,Random 30% #4,1028,0.012612065619632,0.0032403727331686,0.0070071785019008,0.0093716928864634,0.0056048871177312,False,False,False,,1,2,257
d=1 s=2,Random 30% #5,1028,0.012955140579904,0.0192775484159404,0.0143526625771227,-0.0063224078360364,-0.0013975219972187,False,False,False,,1,2,257
d=1 s=2,Random 30% #6,1028,0.011061887501678,-0.0088242460970724,0.0181289923159225,0.0198861335987504,-0.0070671048142444,True,True,True,,1,2,257
d=1 s=2,Random 30% #7,1028,-0.0019795447047178,0.0212571546601947,0.0385747459360157,-0.0232366993649126,-0.0405542906407336,False,False,False,,1,2,257
d=1 s=2,Random 30% #8,1028,-0.0013757582957458,0.0142637930430113,0.0229476255213751,-0.0156395513387571,-0.0243233838171209,False,False,False,,1,2,257
d=1 s=2,Random 30% #9,1028,0.0167924069116573,0.0035868586992281,0.0097517641435292,0.0132055482124292,0.007040642768128,False,False,False,,1,2,257
d=1 s=2,Random 30% #10,1028,0.0218614718614718,0.0011467437492315,0.0050281444401263,0.0207147281122403,0.0168333274213454,False,False,False,,1,2,257
d=1 s=2,Random 30% #11,1028,0.0036992125742528,0.015634325992077,0.0130726189210571,-0.0119351134178241,-0.0093734063468043,False,False,False,,1,2,257
d=1 s=2,Random 30% #12,1028,-0.0176439165409753,0.0076642800498371,0.0043125775665059,-0.0253081965908125,-0.0219564941074812,False,False,False,,1,2,257
d=1 s=2,Random 30% #13,1028,0.0061871080085679,0.010441824812051,0.0166342776690725,-0.0042547168034831,-0.0104471696605045,False,False,False,,1,2,257
d=1 s=2,Random 30% #14,1028,-0.0024039572835282,0.0216142192144514,0.0218586047708229,-0.0240181764979796,-0.0242625620543511,False,False,False,,1,2,257
d=1 s=2,Random 30% #15,1028,-0.0014797507788162,0.0099217201608216,0.01478616346096,-0.0114014709396378,-0.0162659142397762,False,False,False,,1,2,257
d=1 s=2,Random 30% #16,1028,0.006823838043474,0.004157762363616,0.0153013753311598,0.002666075679858,-0.0084775372876857,False,True,True,,1,2,257
d=1 s=2,Random 30% #17,1028,0.0030261642698374,0.0194259580284903,0.0160036243203132,-0.0163997937586529,-0.0129774600504758,False,False,False,,1,2,257
d=1 s=2,Random 30% #18,1028,0.008237689744539,0.0170421601243104,0.0084114744272073,-0.0088044703797714,-0.0001737846826682,False,False,False,,1,2,257
d=1 s=2,Random 30% #19,1028,0.0066883064376393,0.0053419054982376,0.0224506609685858,0.0013464009394016,-0.0157623545309464,False,True,True,,1,2,257
d=1 s=2,Random 30% #20,1028,-0.0099963316214233,0.016944143343204,0.0342570600535849,-0.0269404749646274,-0.0442533916750083,False,False,False,,1,2,257
d=1 s=2,Random 30% #21,1028,0.002277451699682,0.0190446152747024,0.0031478476833092,-0.0167671635750203,-0.0008703959836272,False,False,False,,1,2,257
d=1 s=2,Random 30% #22,1028,0.0271739130434782,0.006657769245658,0.014753412607398,0.0205161437978202,0.0124205004360802,False,False,False,,1,2,257
d=1 s=2,Random 30% #23,1028,0.0053719593676173,0.0178758044208269,0.0262827190767545,-0.0125038450532095,-0.0209107597091371,False,False,False,,1,2,257
d=1 s=2,Random 30% #24,1028,0.0374355138753044,0.006360268206189,0.0011151720998911,0.0310752456691154,0.0363203417754132,False,False,False,,1,2,257
d=1 s=2,Random 30% #25,1028,0.0207335170659317,0.0028557674169623,0.0173463848772341,0.0178777496489694,0.0033871321886975,False,False,False,,1,2,257
d=1 s=2,Random 30% #26,1028,0.000322640117994,0.0333255940699167,0.0030987832702948,-0.0330029539519226,-0.0027761431523007,False,False,False,,1,2,257
d=1 s=2,Random 30% #27,1028,-0.0133699862551543,0.0203190147627249,0.0048869664866214,-0.0336890010178792,-0.0182569527417757,False,False,False,,1,2,257
d=1 s=2,Random 30% #28,1028,0.0048546691403834,0.0155981798606801,0.0060848462975278,-0.0107435107202967,-0.0012301771571444,False,False,False,,1,2,257
d=1 s=2,Random 30% #29,1028,0.0132264436461088,0.0173000309808132,0.0174877537655223,-0.0040735873347043,-0.0042613101194134,False,False,False,,1,2,257
d=1 s=2,Random 30% #30,1028,0.0073191060456281,0.0123859540828041,0.0097198814206918,-0.005066848037176,-0.0024007753750637,False,False,False,,1,2,257
d=1 s=2,Random 30% #31,1028,0.0186572318838355,0.0216731116642324,0.0217022077476322,-0.0030158797803969,-0.0030449758637967,False,False,False,,1,2,257
d=1 s=2,Random 30% #32,1028,0.0146773132638857,0.0324071607215627,0.0110094804879397,-0.017729847457677,0.003667832775946,False,True,True,,1,2,257
d=1 s=2,Random 30% #33,1028,0.0107989019115876,0.0209983150718738,0.0202341255274657,-0.0101994131602861,-0.009435223615878,False,False,False,,1,2,257
d=1 s=2,Random 30% #34,1028,0.0036708111308466,0.0109772267397826,0.0222667971044475,-0.0073064156089359,-0.0185959859736008,False,False,False,,1,2,257
d=1 s=2,Random 30% #35,1028,-0.0021279853031231,0.0137049563986885,0.0256317971584408,-0.0158329417018116,-0.0277597824615639,False,False,False,,1,2,257
d=1 s=2,Random 30% #36,1028,-0.0048226599270606,0.0116369808636162,0.0150042866379952,-0.0164596407906768,-0.0198269465650559,False,False,False,,1,2,257
d=1 s=2,Random 30% #37,1028,-0.0037446257685728,0.0226337561075631,0.029213230389948,-0.026378381876136,-0.0329578561585209,False,False,False,,1,2,257
d=1 s=2,Random 30% #38,1028,0.0108722741433021,-0.0065296779744607,0.0226683088302784,0.0174019521177628,-0.0117960346869762,True,True,True,,1,2,257
d=1 s=2,Random 30% #39,1028,0.0380230468256006,0.0121978314099317,0.0021092389664033,0.0258252154156688,0.0359138078591972,False,False,False,,1,2,257
d=1 s=2,Random 30% #40,1028,-0.0156995008383602,0.0142929594026847,0.0213480303778155,-0.0299924602410449,-0.0370475312161758,False,False,False,,1,2,257
d=1 s=2,Random 30% #41,1028,0.0003191021554961,0.0114427910059127,0.0114824636678045,-0.0111236888504166,-0.0111633615123083,False,False,False,,1,2,257
d=1 s=2,Random 30% #42,1028,0.0039796984507742,0.0026403396312167,0.0232408865534667,0.0013393588195574,-0.0192611881026925,False,True,True,,1,2,257
d=1 s=2,Random 30% #43,1028,0.0320665445665445,0.0226310572490839,0.0258020042226506,0.0094354873174606,0.0062645403438939,False,False,False,,1,2,257
d=1 s=2,Random 30% #44,1028,0.014617494198646,0.0157432008761479,0.025925524296541,-0.0011257066775018,-0.011308030097895,False,False,False,,1,2,257
d=1 s=2,Random 30% #45,1028,-0.010677190889205,0.0201229528256406,0.009598275755173,-0.0308001437148456,-0.0202754666443781,False,False,False,,1,2,257
d=1 s=2,Random 30% #46,1028,-0.0211341559464426,0.0089166451764923,0.0100929692410298,-0.0300508011229349,-0.0312271251874724,False,False,False,,1,2,257
d=1 s=2,Random 30% #47,1028,0.0021068472535741,0.0243478045850567,0.0241724772550173,-0.0222409573314826,-0.0220656300014431,False,False,False,,1,2,257
d=1 s=2,Random 30% #48,1028,0.0099373113536103,0.0238258063941325,0.0299266584603379,-0.0138884950405221,-0.0199893471067275,False,False,False,,1,2,257
d=1 s=2,Random 30% #49,1028,-0.0033935788911766,0.0231937687046455,0.0132442280379062,-0.0265873475958222,-0.0166378069290829,False,False,False,,1,2,257
d=1 s=2,Random 30% #50,1028,-0.0149638584774062,0.0173134719527421,0.0122128482398915,-0.0322773304301483,-0.0271767067172978,False,False,False,,1,2,257
d=2 s=0,All Patients,3429,0.0078818040435458,0.0231969734431699,0.029685872334418,-0.015315169399624,-0.0218040682908721,False,False,False,,2,0,1313
d=2 s=0,ICUType 1.0,490,0.0294939989088925,0.0263085243906546,0.0251214953108601,0.0031854745182378,0.0043725035980324,False,False,False,,2,0,1313
d=2 s=0,ICUType 2.0,643,-0.000975689080413,0.0237471609885202,-0.0012550211010841,-0.0247228500689333,0.000279332020671,True,True,True,,2,0,1313
d=2 s=0,ICUType 3.0,1357,-0.0217764843549488,0.0332936384246749,-0.010740403769729,-0.0550701227796237,-0.0110360805852198,True,False,True,,2,0,1313
d=2 s=0,ICUType 4.0,939,0.0202084035501629,0.0305434518008658,0.0315279389045708,-0.0103350482507029,-0.0113195353544079,False,False,False,,2,0,1313
d=2 s=0,Age decile 0,374,0.046026807780653,0.0501440679808125,0.0020653889595176,-0.0041172602001594,0.0439614188211353,False,True,True,,2,0,1313
d=2 s=0,Age decile 1,344,0.0273634472301562,0.0652242466853034,0.0110032044063286,-0.0378607994551472,0.0163602428238276,False,True,True,,2,0,1313
d=2 s=0,Age decile 2,347,0.0042864169770219,0.003009021938321,0.0433796389769551,0.0012773950387009,-0.0390932219999332,False,True,True,,2,0,1313
d=2 s=0,Age decile 3,325,0.0096292729898892,0.0511519960708772,0.0120586414465989,-0.041522723080988,-0.0024293684567096,False,False,False,,2,0,1313
d=2 s=0,Age decile 4,372,-0.0152359717577108,0.0417384313197838,-0.0034999352140739,-0.0569744030774947,-0.0117360365436369,True,False,True,,2,0,1313
d=2 s=0,Age decile 5,344,-0.0250497851378262,0.0223118693132846,-0.0171404485549875,-0.0473616544511109,-0.0079093365828386,True,False,True,,2,0,1313
d=2 s=0,Age decile 6,397,-0.0004719207173194,0.0562819961454771,-0.0557638568011266,-0.0567539168627966,0.0552919360838071,True,True,True,,2,0,1313
d=2 s=0,Age decile 7,247,0.0173747705218987,0.0569380400418607,-0.0065929586384622,-0.0395632695199619,0.023967729160361,True,True,True,,2,0,1313
d=2 s=0,Age decile 8,354,-0.0216450216450216,0.0001356788138493,-0.0132228278002347,-0.021780700458871,-0.0084221938447868,True,False,True,,2,0,1313
d=2 s=0,Age decile 9,325,-0.0771864301276066,0.0683074945738385,0.0408462956346469,-0.1454939247014451,-0.1180327257622535,False,False,False,,2,0,1313
d=2 s=0,HR quartile 0,877,0.0371049136786188,0.0705033090873708,0.0229709242490923,-0.033398395408752,0.0141339894295264,False,True,True,,2,0,1313
d=2 s=0,HR quartile 1,917,-0.0169849537037037,0.0057159570945015,0.0272493867185486,-0.0227009107982052,-0.0442343404222523,False,False,False,,2,0,1313
d=2 s=0,HR quartile 2,816,0.034861311019492,0.0322639903552009,-0.0043767115251253,0.0025973206642911,0.0392380225446174,True,False,True,,2,0,1313
d=2 s=0,HR quartile 3,819,-0.0232600311906863,0.0145849447338119,0.0159257482559823,-0.0378449759244982,-0.0391857794466687,False,False,False,,2,0,1313
d=2 s=0,MAP quartile 0,877,-0.0141240285818599,0.0251933682261611,0.0153591003952746,-0.039317396808021,-0.0294831289771345,False,False,False,,2,0,1313
d=2 s=0,MAP quartile 1,840,0.02392179413456,0.0092772202109093,0.0100398247096957,0.0146445739236507,0.0138819694248643,False,False,False,,2,0,1313
d=2 s=0,MAP quartile 2,866,0.0104058609958506,0.0225227409720118,-0.0169015230060075,-0.0121168799761611,0.0273073840018582,True,True,True,,2,0,1313
d=2 s=0,MAP quartile 3,846,0.0090927756430939,0.0696460380798527,0.0141080818755949,-0.0605532624367588,-0.005015306232501,False,False,False,,2,0,1313
d=2 s=0,Temp quartile 0,902,0.0068727157158747,0.0383146130354942,-0.0072742046842119,-0.0314418973196194,0.0141469204000867,True,True,True,,2,0,1313
d=2 s=0,Temp quartile 1,864,0.0305627470437901,0.0394629061719131,-0.0073350940471041,-0.0089001591281229,0.0378978410908943,True,True,True,,2,0,1313
d=2 s=0,Temp quartile 2,838,-0.0036346905912123,0.0596653611018696,0.0370338593349485,-0.0633000516930819,-0.0406685499261609,False,False,False,,2,0,1313
d=2 s=0,Temp quartile 3,825,-0.0023612750885478,0.033582800426835,0.0280946086074942,-0.0359440755153828,-0.030455883696042,False,False,False,,2,0,1313
d=2 s=0,Urine quartile 0,859,-0.0313289760348584,0.0310667812366406,5.658888559148534e-05,-0.0623957572714991,-0.0313855649204498,False,False,False,,2,0,1313
d=2 s=0,Urine quartile 1,913,-0.0210526315789473,0.0114662878532325,-0.0249620866383725,-0.0325189194321798,0.0039094550594251,True,True,True,,2,0,1313
d=2 s=0,Urine quartile 2,802,0.0149901230333403,0.0274099180246785,-0.0218954953144331,-0.0124197949913382,0.0368856183477734,True,True,True,,2,0,1313
d=2 s=0,Urine quartile 3,855,0.0601118199903958,0.0382160494852549,-0.0162060834057717,0.0218957705051408,0.0763179033961675,True,False,True,,2,0,1313
d=2 s=0,SAPS quartile 0,1025,0.0026756349262149,0.0111961273406249,-0.0168930064535102,-0.00852049241441,0.0195686413797252,True,True,True,,2,0,1313
d=2 s=0,SAPS quartile 1,946,0.0452124666297511,0.0381885993802034,0.0106831546438345,0.0070238672495476,0.0345293119859165,False,False,False,,2,0,1313
d=2 s=0,SAPS quartile 2,660,0.0015384615384615,0.0079181421293732,0.0013453907865921,-0.0063796805909116,0.0001930707518694,False,True,True,,2,0,1313
d=2 s=0,SAPS quartile 3,798,-0.0389986891196934,0.034876781929633,-0.0014026212279024,-0.0738754710493265,-0.037596067891791,True,False,True,,2,0,1313
d=2 s=0,HR > 100,945,-0.0351262896411669,0.0073482344149282,0.0012823754384098,-0.0424745240560952,-0.0364086650795768,False,False,False,,2,0,1313
d=2 s=0,MAP < 65,697,-0.0279136809159047,0.0275009510304064,0.0130512893533733,-0.0554146319463112,-0.0409649702692781,False,False,False,,2,0,1313
d=2 s=0,Temp > 38C,267,-0.0430204913392958,0.0131236513783204,0.0286699312292629,-0.0561441427176162,-0.0716904225685587,False,False,False,,2,0,1313
d=2 s=0,Urine > 1000,210,0.0458952811893988,0.0714645799790688,-0.0299399599731686,-0.02556929878967,0.0758352411625675,True,True,True,,2,0,1313
d=2 s=0,Random 50% #1,1714,0.0148182289884191,0.0162399585904297,-0.0026544261018268,-0.0014217296020105,0.017472655090246,True,True,True,,2,0,1313
d=2 s=0,Random 50% #2,1714,0.0038708396744524,0.0315803830223897,0.0167549042789482,-0.0277095433479373,-0.0128840646044958,False,False,False,,2,0,1313
d=2 s=0,Random 50% #3,1714,0.0221853388658367,0.0324181533327395,0.0219174402474129,-0.0102328144669027,0.0002678986184238,False,True,True,,2,0,1313
d=2 s=0,Random 50% #4,1714,0.0209444740819774,0.0082910686014931,0.0260753205636519,0.0126534054804842,-0.0051308464816745,False,True,True,,2,0,1313
d=2 s=0,Random 50% #5,1714,0.025145147627017,0.023956234102174,0.0119227616340752,0.001188913524843,0.0132223859929418,False,False,False,,2,0,1313
d=2 s=0,Random 50% #6,1714,-0.0032358828377694,0.0275605636057171,0.0133582157661848,-0.0307964464434866,-0.0165940986039543,False,False,False,,2,0,1313
d=2 s=0,Random 50% #7,1714,0.0203886964648963,0.0259540704701201,0.0128156534391947,-0.0055653740052237,0.0075730430257016,False,True,True,,2,0,1313
d=2 s=0,Random 50% #8,1714,-0.0080211409064465,0.0304120457236204,0.0164366313284205,-0.038433186630067,-0.024457772234867,False,False,False,,2,0,1313
d=2 s=0,Random 50% #9,1714,-0.0018808498325041,0.0574447998808263,0.032073871050376,-0.0593256497133305,-0.0339547208828802,False,False,False,,2,0,1313
d=2 s=0,Random 50% #10,1714,0.0032849222618878,0.0333018413837413,0.0017612386959346,-0.0300169191218535,0.0015236835659531,False,True,True,,2,0,1313
d=2 s=0,Random 50% #11,1714,0.0064028840624585,0.0399904841533189,0.0113209990213083,-0.0335876000908603,-0.0049181149588498,False,False,False,,2,0,1313
d=2 s=0,Random 50% #12,1714,-0.0033234372422892,0.0222851023758767,-0.0007559185119188,-0.0256085396181659,-0.0025675187303703,True,False,True,,2,0,1313
d=2 s=0,Random 50% #13,1714,0.0032517955657333,0.0080317759017454,0.0283760481993777,-0.0047799803360121,-0.0251242526336444,False,False,False,,2,0,1313
d=2 s=0,Random 50% #14,1714,0.0062157191184681,0.0451390793455883,0.0033334894706038,-0.0389233602271202,0.0028822296478643,False,True,True,,2,0,1313
d=2 s=0,Random 50% #15,1714,0.0026854501430772,0.0185024121382037,0.0275641191126017,-0.0158169619951265,-0.0248786689695244,False,False,False,,2,0,1313
d=2 s=0,Random 50% #16,1714,0.0188052608311229,0.0431371933463156,0.0386171364042101,-0.0243319325151927,-0.0198118755730872,False,False,False,,2,0,1313
d=2 s=0,Random 50% #17,1714,0.0073507410721795,0.010363803990037,0.0272606947675309,-0.0030130629178574,-0.0199099536953513,False,False,False,,2,0,1313
d=2 s=0,Random 50% #18,1714,0.0251803786741562,0.0406443486066863,0.0304014328265321,-0.0154639699325301,-0.0052210541523758,False,False,False,,2,0,1313
d=2 s=0,Random 50% #19,1714,0.0087463233253787,0.0091252687048157,-0.0082958588440413,-0.0003789453794369,0.0170421821694201,True,True,True,,2,0,1313
d=2 s=0,Random 50% #20,1714,0.0239488541873964,0.0501497004157549,0.046922324492412,-0.0262008462283585,-0.0229734703050155,False,False,False,,2,0,1313
d=2 s=0,Random 50% #21,1714,0.0016605879752431,0.0122190733706386,0.0199141239991005,-0.0105584853953954,-0.0182535360238573,False,False,False,,2,0,1313
d=2 s=0,Random 50% #22,1714,0.0178287222426975,0.0049542922223888,0.0452014368703315,0.0128744300203086,-0.0273727146276339,False,True,True,,2,0,1313
d=2 s=0,Random 50% #23,1714,-0.0051929851771431,0.034674483087581,0.0179863592443444,-0.0398674682647241,-0.0231793444214876,False,False,False,,2,0,1313
d=2 s=0,Random 50% #24,1714,0.0201698382197979,0.0121438754496064,0.0232087906894231,0.0080259627701915,-0.0030389524696251,False,True,True,,2,0,1313
d=2 s=0,Random 50% #25,1714,0.0024135223603308,0.0101674006960957,0.0119495685372871,-0.0077538783357649,-0.0095360461769563,False,False,False,,2,0,1313
d=2 s=0,Random 50% #26,1714,-0.0063986093578627,0.0427024369567451,0.0229909355841682,-0.0491010463146078,-0.0293895449420309,False,False,False,,2,0,1313
d=2 s=0,Random 50% #27,1714,-0.0048317683881064,0.0326319525487583,-0.0111755053384977,-0.0374637209368647,0.0063437369503913,True,True,True,,2,0,1313
