setting,subset,n,difference,explained_menref,explained_womenref,unexplained_menref,unexplained_womenref,explained_flip,unexplained_flip,any_flip,error,depth,seed,n_params
d=1 s=1,MAP quartile 3,846,0.0090927756430939,0.0323501468813592,0.0300810544673429,-0.0232573712382653,-0.020988278824249,False,False,False,,1,1,257
d=1 s=1,Temp quartile 0,902,0.0068727157158747,0.0223144724612915,0.0189350369899879,-0.0154417567454167,-0.0120623212741132,False,False,False,,1,1,257
d=1 s=1,Temp quartile 1,864,0.0305627470437901,0.0212089774618934,0.0169001193980223,0.0093537695818967,0.0136626276457678,False,False,False,,1,1,257
d=1 s=1,Temp quartile 2,838,-0.0036346905912123,0.00180882826904,0.0226079109982576,-0.0054435188602524,-0.0262426015894699,False,False,False,,1,1,257
d=1 s=1,Temp quartile 3,825,-0.0023612750885478,0.0004522833777262,0.0052449742350765,-0.002813558466274,-0.0076062493236243,False,False,False,,1,1,257
d=1 s=1,Urine quartile 0,859,-0.0313289760348584,0.0107971747667673,0.0378747383238427,-0.0421261508016257,-0.0692037143587011,False,False,False,,1,1,257
d=1 s=1,Urine quartile 1,913,-0.0210526315789473,-0.0060100219130737,-0.0018159050523621,-0.0150426096658736,-0.0192367265265852,False,False,False,,1,1,257
d=1 s=1,Urine quartile 2,802,0.0149901230333403,0.01587756539106,0.0185183105685741,-0.0008874423577197,-0.0035281875352337,False,False,False,,1,1,257
d=1 s=1,Urine quartile 3,855,0.0601118199903958,0.0219816612643823,0.0062001205141134,0.0381301587260135,0.0539116994762823,False,False,False,,1,1,257
d=1 s=1,SAPS quartile 0,1025,0.0026756349262149,0.0024867790289428,0.0035886937623648,0.0001888558972721,-0.0009130588361499,False,True,True,,1,1,257
d=1 s=1,SAPS quartile 1,946,0.0452124666297511,0.0126386273649597,0.0188071737845152,0.0325738392647914,0.0264052928452359,False,False,False,,1,1,257
d=1 s=1,SAPS quartile 2,660,0.0015384615384615,0.0223562684758382,0.005785241596272,-0.0208178069373766,-0.0042467800578105,False,False,False,,1,1,257
