setting,subset,n,difference,explained_menref,explained_womenref,unexplained_menref,unexplained_womenref,explained_flip,unexplained_flip,any_flip,error,arch,n_params
8,Random 50% #44,1714,-0.0080414937759336,0.0075714234887806,0.0090174741343751,-0.0156129172647142,-0.0170589679103087,False,False,False,,8,65
8,Random 50% #45,1714,-0.0006684003732017,0.0144424253015619,0.0091175884614141,-0.0151108256747636,-0.0097859888346158,False,False,False,,8,65
8,Random 50% #46,1714,-0.0127567411871579,0.0111520092361567,0.0247481867682997,-0.0239087504233146,-0.0375049279554576,False,False,False,,8,65
8,Random 50% #47,1714,-0.0023071888899981,0.0110687458772867,0.0220481656775827,-0.0133759347672848,-0.0243553545675808,False,False,False,,8,65
8,Random 50% #48,1714,0.0007707867678387,0.0090752720317131,0.0175613309995418,-0.0083044852638744,-0.0167905442317031,False,False,False,,8,65
8,Random 50% #49,1714,-0.0052585890287469,0.0085952720634619,0.012823706995565,-0.0138538610922089,-0.018082296024312,False,False,False,,8,65
8,Random 50% #50,1714,-0.009935439192208,2.3292603024083203e-05,0.0069518808575632,-0.0099587317952321,-0.0168873200497712,False,False,False,,8,65
8,Random 30% #1,1028,0.0177032019704433,0.0128103835646752,0.0228603837020915,0.0048928184057681,-0.0051571817316482,False,True,True,,8,65
8,Random 30% #2,1028,-0.0188812287552644,-0.0067388641327348,0.0203776423707964,-0.0121423646225296,-0.0392588711260609,True,False,True,,8,65
8,Random 30% #3,1028,-0.0136963318843895,-0.0007216396794693,0.0121431702116019,-0.0129746922049201,-0.0258395020959914,True,False,True,,8,65
8,Random 30% #4,1028,0.012612065619632,0.0098727746953039,0.0127563864598697,0.0027392909243281,-0.0001443208402376,False,True,True,,8,65
8,Random 30% #5,1028,0.012955140579904,0.0148955084865086,0.0161303153186712,-0.0019403679066046,-0.0031751747387671,False,False,False,,8,65
8,Random 30% #6,1028,0.011061887501678,0.0130695122896523,0.0183355866685618,-0.0020076247879742,-0.0072736991668837,False,False,False,,8,65
8,Random 30% #7,1028,-0.0019795447047178,0.013061749504092,0.0200352956500793,-0.0150412942088099,-0.0220148403547972,False,False,False,,8,65
8,Random 30% #8,1028,-0.0013757582957458,0.0139767204563558,0.0186873723569237,-0.0153524787521017,-0.0200631306526696,False,False,False,,8,65
8,Random 30% #9,1028,0.0167924069116573,0.0019727791418309,0.0036487187656312,0.0148196277698264,0.0131436881460261,False,False,False,,8,65
8,Random 30% #10,1028,0.0218614718614718,0.0014705874814399,0.0047875089871785,0.0203908843800319,0.0170739628742933,False,False,False,,8,65
8,Random 30% #11,1028,0.0036992125742528,0.0050321532224439,0.0141440070386658,-0.001332940648191,-0.0104447944644129,False,False,False,,8,65
8,Random 30% #12,1028,-0.0176439165409753,0.0061137267849502,0.0011939793613383,-0.0237576433259256,-0.0188378959023136,False,False,False,,8,65
8,Random 30% #13,1028,0.0061871080085679,0.0117167221373047,0.0143575441442769,-0.0055296141287367,-0.008170436135709,False,False,False,,8,65
8,Random 30% #14,1028,-0.0024039572835282,0.0056713495458149,0.0210673757563679,-0.0080753068293432,-0.0234713330398962,False,False,False,,8,65
8,Random 30% #15,1028,-0.0014797507788162,0.014713905581986,0.0133154218198801,-0.0161936563608023,-0.0147951725986963,False,False,False,,8,65
8,Random 30% #16,1028,0.006823838043474,0.011286936775895,0.0122217449707231,-0.0044630987324209,-0.0053979069272491,False,False,False,,8,65
8,Random 30% #17,1028,0.0030261642698374,0.0204478714606026,0.0165578828728394,-0.0174217071907652,-0.0135317186030019,False,False,False,,8,65
8,Random 30% #18,1028,0.008237689744539,0.000696442921537,0.0088165668404375,0.007541246823002,-0.0005788770958984,False,True,True,,8,65
8,Random 30% #19,1028,0.0066883064376393,-0.0105454745237568,0.0197694558590024,0.0172337809613961,-0.0130811494213631,True,True,True,,8,65
8,Random 30% #20,1028,-0.0099963316214233,0.0043684319538339,0.0304635759938447,-0.0143647635752572,-0.0404599076152681,False,False,False,,8,65
8,Random 30% #21,1028,0.002277451699682,0.0041192223593419,0.0041942115295819,-0.0018417706596598,-0.0019167598298999,False,False,False,,8,65
8,Random 30% #22,1028,0.0271739130434782,0.0133194548563597,0.0142942204078407,0.0138544581871184,0.0128796926356375,False,False,False,,8,65
8,Random 30% #23,1028,0.0053719593676173,0.0161567213277136,0.014797841314085,-0.0107847619600963,-0.0094258819464676,False,False,False,,8,65
8,Random 30% #24,1028,0.0374355138753044,0.0120898193281343,0.0012478495491344,0.02534569454717,0.03618766432617,False,False,False,,8,65
8,Random 30% #25,1028,0.0207335170659317,0.0079066488076779,0.01503402339723,0.0128268682582537,0.0056994936687016,False,False,False,,8,65
8,Random 30% #26,1028,0.000322640117994,0.0110902497727654,0.0007276203059165,-0.0107676096547713,-0.0004049801879224,False,False,False,,8,65
8,Random 30% #27,1028,-0.0133699862551543,0.0088590141276162,0.0140129692479934,-0.0222290003827705,-0.0273829555031477,False,False,False,,8,65
8,Random 30% #28,1028,0.0048546691403834,0.0070317949769901,0.0091696045079936,-0.0021771258366067,-0.0043149353676102,False,False,False,,8,65
8,Random 30% #29,1028,0.0132264436461088,-0.0075859432056623,0.0109990952534653,0.0208123868517712,0.0022273483926435,True,False,True,,8,65
8,Random 30% #30,1028,0.0073191060456281,0.0084039795605549,0.0058053663248003,-0.0010848735149268,0.0015137397208277,False,True,True,,8,65
8,Random 30% #31,1028,0.0186572318838355,0.0082153307819831,0.0139305025931216,0.0104419011018524,0.0047267292907139,False,False,False,,8,65
8,Random 30% #32,1028,0.0146773132638857,0.0206778624261089,0.0097968681102021,-0.0060005491622232,0.0048804451536835,False,True,True,,8,65
8,Random 30% #33,1028,0.0107989019115876,0.0026066932739948,0.0147302562396304,0.0081922086375927,-0.0039313543280428,False,True,True,,8,65
8,Random 30% #34,1028,0.0036708111308466,0.0026541913972405,0.0185911986000378,0.0010166197336061,-0.0149203874691911,False,True,True,,8,65
8,Random 30% #35,1028,-0.0021279853031231,0.0101015552835914,0.017880610567571,-0.0122295405867145,-0.0200085958706942,False,False,False,,8,65
8,Random 30% #36,1028,-0.0048226599270606,0.0153808684095925,0.0104659229438606,-0.0202035283366531,-0.0152885828709212,False,False,False,,8,65
8,Random 30% #37,1028,-0.0037446257685728,0.0174457662729339,0.0164698067578405,-0.0211903920415068,-0.0202144325264134,False,False,False,,8,65
8,Random 30% #38,1028,0.0108722741433021,0.0015683964273073,0.0182580155263565,0.0093038777159947,-0.0073857413830543,False,True,True,,8,65
8,Random 30% #39,1028,0.0380230468256006,0.0018274900742716,0.0040131820295941,0.036195556751329,0.0340098647960065,False,False,False,,8,65
8,Random 30% #40,1028,-0.0156995008383602,0.0062339575961934,0.0151047005099035,-0.0219334584345537,-0.0308042013482638,False,False,False,,8,65
8,Random 30% #41,1028,0.0003191021554961,0.0131110414899468,0.0148633027448546,-0.0127919393344507,-0.0145442005893584,False,False,False,,8,65
8,Random 30% #42,1028,0.0039796984507742,0.0106460600116395,0.0084248520632735,-0.0066663615608653,-0.0044451536124993,False,False,False,,8,65
8,Random 30% #43,1028,0.0320665445665445,0.0190869556657377,0.0187661757948516,0.0129795889008068,0.0133003687716929,False,False,False,,8,65
8,Random 30% #44,1028,0.014617494198646,0.0037605226206693,0.012853255561138,0.0108569715779767,0.001764238637508,False,False,False,,8,65
8,Random 30% #45,1028,-0.010677190889205,0.0005299971853058,0.0032308068274347,-0.0112071880745108,-0.0139079977166397,False,False,False,,8,65
8,Random 30% #46,1028,-0.0211341559464426,0.0060695015558173,0.0097346453889972,-0.02720365750226,-0.0308688013354398,False,False,False,,8,65
8,Random 30% #47,1028,0.0021068472535741,0.0096261747004856,0.0171203646162185,-0.0075193274469115,-0.0150135173626443,False,False,False,,8,65
8,Random 30% #48,1028,0.0099373113536103,0.0209313860338425,0.0210580267087653,-0.0109940746802321,-0.0111207153551549,False,False,False,,8,65
8,Random 30% #49,1028,-0.0033935788911766,0.0057239730533528,0.0108328499170211,-0.0091175519445295,-0.0142264288081978,False,False,False,,8,65
8,Random 30% #50,1028,-0.0149638584774062,0.0158127309572728,0.0163867823618495,-0.0307765894346791,-0.0313506408392558,False,False,False,,8,65
16,All Patients,3429,0.0078818040435458,0.0119078353618714,0.020133448875461,-0.0040260313183255,-0.0122516448319151,False,False,False,,16,129
16,ICUType 1.0,490,0.0294939989088925,0.0318774015729591,0.0547202052216284,-0.0023834026640665,-0.0252262063127359,False,False,False,,16,129
16,ICUType 2.0,643,-0.000975689080413,-0.0161729462669181,0.0124231844794352,0.0151972571865051,-0.0133988735598482,True,True,True,,16,129
16,ICUType 3.0,1357,-0.0217764843549488,-0.0025816116070853,0.01694000074855,-0.0191948727478635,-0.0387164851034989,True,False,True,,16,129
16,ICUType 4.0,939,0.0202084035501629,0.0057376540467524,0.02830707944227,0.0144707495034104,-0.0080986758921071,False,True,True,,16,129
16,Age decile 0,374,0.046026807780653,0.0212305851287335,0.0191239216339354,0.0247962226519195,0.0269028861467176,False,False,False,,16,129
16,Age decile 1,344,0.0273634472301562,0.022183653866444,0.0125371234861205,0.0051797933637122,0.0148263237440356,False,False,False,,16,129
16,Age decile 2,347,0.0042864169770219,-0.0047763548369475,0.0290119346330673,0.0090627718139695,-0.0247255176560454,True,True,True,,16,129
16,Age decile 3,325,0.0096292729898892,0.007531261469836,0.0352201245205315,0.0020980115200531,-0.0255908515306423,False,True,True,,16,129
16,Age decile 4,372,-0.0152359717577108,-0.004930434767392,0.0110630681489288,-0.0103055369903188,-0.0262990399066397,True,False,True,,16,129
16,Age decile 5,344,-0.0250497851378262,-0.0091527407993348,0.0496090308642129,-0.0158970443384913,-0.0746588160020391,True,False,True,,16,129
16,Age decile 6,397,-0.0004719207173194,0.0031631794222901,0.0190405216495163,-0.0036351001396096,-0.0195124423668358,False,False,False,,16,129
16,Age decile 7,247,0.0173747705218987,0.0009096103163962,0.0372243252938263,0.0164651602055025,-0.0198495547719275,False,True,True,,16,129
16,Age decile 8,354,-0.0216450216450216,-0.0086628960458784,-0.011865967063584,-0.0129821255991431,-0.0097790545814375,False,False,False,,16,129
16,Age decile 9,325,-0.0771864301276066,-0.0074002936726132,0.0041242526129147,-0.0697861364549933,-0.0813106827405213,True,False,True,,16,129
16,HR quartile 0,877,0.0371049136786188,0.0154070101220732,0.0229778331842184,0.0216979035565455,0.0141270804944004,False,False,False,,16,129
16,HR quartile 1,917,-0.0169849537037037,-0.0005744034343546,0.0102936445638557,-0.016410550269349,-0.0272785982675594,True,False,True,,16,129
16,HR quartile 2,816,0.034861311019492,0.0053983256980046,0.0228601139099719,0.0294629853214874,0.0120011971095201,False,False,False,,16,129
16,HR quartile 3,819,-0.0232600311906863,-0.0028264430512357,0.0192646506574148,-0.0204335881394505,-0.0425246818481011,True,False,True,,16,129
16,MAP quartile 0,877,-0.0141240285818599,-0.0009668473971164,0.0101509863490845,-0.0131571811847434,-0.0242750149309445,True,False,True,,16,129
16,MAP quartile 1,840,0.02392179413456,0.0010496335836725,0.0286953742757518,0.0228721605508875,-0.0047735801411917,False,True,True,,16,129
16,MAP quartile 2,866,0.0104058609958506,-0.0010425138908862,0.0097278852949761,0.0114483748867368,0.0006779757008745,True,False,True,,16,129
16,MAP quartile 3,846,0.0090927756430939,0.0275165213799599,0.034614338867031,-0.018423745736866,-0.025521563223937,False,False,False,,16,129
16,Temp quartile 0,902,0.0068727157158747,-0.0055896668011501,0.0158318510603887,0.0124623825170248,-0.0089591353445139,True,True,True,,16,129
16,Temp quartile 1,864,0.0305627470437901,0.0060024770482209,0.0209759015981514,0.0245602699955692,0.0095868454456387,False,False,False,,16,129
16,Temp quartile 2,838,-0.0036346905912123,-0.003545718813394,0.0258685234795207,-8.89717778182475e-05,-0.029503214070733,True,False,True,,16,129
16,Temp quartile 3,825,-0.0023612750885478,-0.0108901524930077,0.0255338933157519,0.0085288774044599,-0.0278951684042997,True,True,True,,16,129
16,Urine quartile 0,859,-0.0313289760348584,-0.0092547466025421,0.041273888227601,-0.0220742294323162,-0.0726028642624594,True,False,True,,16,129
16,Urine quartile 1,913,-0.0210526315789473,-0.0049026645832549,0.0104427173885655,-0.0161499669956924,-0.0314953489675129,True,False,True,,16,129
16,Urine quartile 2,802,0.0149901230333403,0.0027190317278517,0.0237784515110546,0.0122710913054885,-0.0087883284777143,False,True,True,,16,129
16,Urine quartile 3,855,0.0601118199903958,0.0162513369846203,0.0075238651512876,0.0438604830057754,0.0525879548391082,False,False,False,,16,129
16,SAPS quartile 0,1025,0.0026756349262149,-0.0076205214274821,0.0100620660131303,0.0102961563536971,-0.0073864310869153,True,True,True,,16,129
16,SAPS quartile 1,946,0.0452124666297511,-0.0010081609576599,0.0232689143649346,0.0462206275874111,0.0219435522648165,True,False,True,,16,129
16,SAPS quartile 2,660,0.0015384615384615,0.0071464026736065,0.0019848152210623,-0.005607941135145,-0.0004463536826008,False,False,False,,16,129
16,SAPS quartile 3,798,-0.0389986891196934,0.0078517793351831,0.0420830841249817,-0.0468504684548765,-0.0810817732446752,False,False,False,,16,129
16,HR > 100,945,-0.0351262896411669,-0.0018298264952905,0.019348899906573,-0.0332964631458763,-0.05447518954774,True,False,True,,16,129
16,MAP < 65,697,-0.0279136809159047,0.0013523844168578,0.0128014620438569,-0.0292660653327626,-0.0407151429597617,False,False,False,,16,129
16,Temp > 38C,267,-0.0430204913392958,0.0027604331843615,0.0218760745074861,-0.0457809245236573,-0.0648965658467819,False,False,False,,16,129
16,Urine > 1000,210,0.0458952811893988,0.0350360680838043,0.0121308207417331,0.0108592131055945,0.0337644604476656,False,False,False,,16,129
16,Random 50% #1,1714,0.0148182289884191,0.0032969704845707,0.0118756384275245,0.0115212585038484,0.0029425905608946,False,False,False,,16,129
16,Random 50% #2,1714,0.0038708396744524,0.0076446655261141,0.0141426800910063,-0.0037738258516617,-0.0102718404165538,False,False,False,,16,129
16,Random 50% #3,1714,0.0221853388658367,0.0102414823869122,0.0185947897840846,0.0119438564789245,0.0035905490817521,False,False,False,,16,129
16,Random 50% #4,1714,0.0209444740819774,0.0039043443853361,0.0163026939593071,0.0170401296966413,0.0046417801226702,False,False,False,,16,129
16,Random 50% #5,1714,0.025145147627017,0.0050310083604775,0.019079075432283,0.0201141392665395,0.006066072194734,False,False,False,,16,129
16,Random 50% #6,1714,-0.0032358828377694,0.0010911394789028,0.0205846107421425,-0.0043270223166723,-0.023820493579912,False,False,False,,16,129
16,Random 50% #7,1714,0.0203886964648963,0.0072017732186338,0.0226592573396996,0.0131869232462625,-0.0022705608748032,False,True,True,,16,129
16,Random 50% #8,1714,-0.0080211409064465,0.0086285050977417,0.0197521576149159,-0.0166496460041883,-0.0277732985213625,False,False,False,,16,129
16,Random 50% #9,1714,-0.0018808498325041,0.0062110805932559,0.0206263386852403,-0.0080919304257601,-0.0225071885177445,False,False,False,,16,129
16,Random 50% #10,1714,0.0032849222618878,0.0048423466957536,0.016902445737828,-0.0015574244338657,-0.0136175234759401,False,False,False,,16,129
16,Random 50% #11,1714,0.0064028840624585,0.0119943212493082,0.0274293203703909,-0.0055914371868497,-0.0210264363079323,False,False,False,,16,129
16,Random 50% #12,1714,-0.0033234372422892,0.0076765692391968,0.0167578574972044,-0.0110000064814861,-0.0200812947394937,False,False,False,,16,129
16,Random 50% #13,1714,0.0032517955657333,0.0050289513226474,0.0154575475814973,-0.0017771557569141,-0.012205752015764,False,False,False,,16,129
16,Random 50% #14,1714,0.0062157191184681,0.0036640491676994,0.0155710909611923,0.0025516699507687,-0.0093553718427241,False,True,True,,16,129
16,Random 50% #15,1714,0.0026854501430772,0.0097009552774205,0.0213605920998992,-0.0070155051343433,-0.0186751419568219,False,False,False,,16,129
16,Random 50% #16,1714,0.0188052608311229,0.0125814877948081,0.0186045398189443,0.0062237730363147,0.0002007210121785,False,False,False,,16,129
16,Random 50% #17,1714,0.0073507410721795,0.0017054884523352,0.0265765811076182,0.0056452526198443,-0.0192258400354387,False,True,True,,16,129
16,Random 50% #18,1714,0.0251803786741562,0.0125299725127147,0.0288664476407581,0.0126504061614415,-0.0036860689666019,False,True,True,,16,129
16,Random 50% #19,1714,0.0087463233253787,0.0050384141345347,0.0165553567591608,0.003707909190844,-0.007809033433782,False,True,True,,16,129
16,Random 50% #20,1714,0.0239488541873964,0.0019283799555498,0.0250168047270887,0.0220204742318465,-0.0010679505396923,False,True,True,,16,129
16,Random 50% #21,1714,0.0016605879752431,0.0057886521576032,0.0216660180706783,-0.0041280641823601,-0.0200054300954351,False,False,False,,16,129
16,Random 50% #22,1714,0.0178287222426975,0.0059781148396503,0.0225062070254506,0.0118506074030472,-0.0046774847827531,False,True,True,,16,129
16,Random 50% #23,1714,-0.0051929851771431,0.0049561632229915,0.0194098925419001,-0.0101491484001346,-0.0246028777190432,False,False,False,,16,129
16,Random 50% #24,1714,0.0201698382197979,0.0038427630574136,0.0249381015032827,0.0163270751623842,-0.0047682632834847,False,True,True,,16,129
16,Random 50% #25,1714,0.0024135223603308,0.0128365725208791,0.0185158694492095,-0.0104230501605483,-0.0161023470888786,False,False,False,,16,129
16,Random 50% #26,1714,-0.0063986093578627,0.0031817935373927,0.0144816131272638,-0.0095804028952554,-0.0208802224851266,False,False,False,,16,129
16,Random 50% #27,1714,-0.0048317683881064,0.0119214631981502,0.0203727228870844,-0.0167532315862567,-0.0252044912751908,False,False,False,,16,129
16,Random 50% #28,1714,0.0098094573797898,0.0052870601152418,0.0186455530183114,0.004522397264548,-0.0088360956385216,False,True,True,,16,129
16,Random 50% #29,1714,0.0125552608311229,0.005210860906139,0.0116700560549572,0.0073443999249838,0.0008852047761656,False,False,False,,16,129
16,Random 50% #30,1714,0.0022139615866539,0.0004700683807501,0.0207611046686138,0.0017438932059037,-0.0185471430819598,False,True,True,,16,129
16,Random 50% #31,1714,0.0081502190717898,0.0073126929857792,0.0121315060357309,0.0008375260860105,-0.0039812869639411,False,True,True,,16,129
16,Random 50% #32,1714,-0.0092920029904661,0.0018306891808325,0.0161410735156743,-0.0111226921712987,-0.0254330765061405,False,False,False,,16,129
16,Random 50% #33,1714,-0.002514181228832,0.005032193761191,0.0210986270379124,-0.007546374990023,-0.0236128082667445,False,False,False,,16,129
16,Random 50% #34,1714,0.0070180513371488,0.0041390319091037,0.0138018093427163,0.0028790194280451,-0.0067837580055675,False,True,True,,16,129
16,Random 50% #35,1714,0.0093248828878478,0.0107546904234505,0.0169122987394591,-0.0014298075356026,-0.0075874158516112,False,False,False,,16,129
16,Random 50% #36,1714,0.016912667846362,-0.0008500467677994,0.0185590128432529,0.0177627146141615,-0.0016463449968909,True,True,True,,16,129
16,Random 50% #37,1714,0.0036653828805384,0.0037154662165517,0.019785704290449,-5.008333601325132e-05,-0.0161203214099105,False,False,False,,16,129
16,Random 50% #38,1714,0.0021576191788371,0.0068401106077916,0.0209973200791426,-0.0046824914289545,-0.0188397009003055,False,False,False,,16,129
16,Random 50% #39,1714,0.0170086158804934,0.0042845037176797,0.0179962520099082,0.0127241121628136,-0.0009876361294148,False,True,True,,16,129
16,Random 50% #40,1714,0.018520937100027,0.0111469566281268,0.0246750648720326,0.0073739804719002,-0.0061541277720055,False,True,True,,16,129
16,Random 50% #41,1714,0.0027199322354597,0.0052371061996145,0.0135545299363901,-0.0025171739641548,-0.0108345977009304,False,False,False,,16,129
16,Random 50% #42,1714,0.0178900300253214,0.0096768183892053,0.0135430580495983,0.008213211636116,0.004346971975723,False,False,False,,16,129
16,Random 50% #43,1714,0.0169958506224066,0.015313930041649,0.0239435671521971,0.0016819205807575,-0.0069477165297905,False,True,True,,16,129
16,Random 50% #44,1714,-0.0080414937759336,0.0049944763935337,0.0140832103231947,-0.0130359701694673,-0.0221247040991283,False,False,False,,16,129
16,Random 50% #45,1714,-0.0006684003732017,0.0102747903455353,0.0132463822785759,-0.010943190718737,-0.0139147826517777,False,False,False,,16,129
16,Random 50% #46,1714,-0.0127567411871579,0.0011304440965672,0.0217998928801125,-0.0138871852837251,-0.0345566340672705,False,False,False,,16,129
16,Random 50% #47,1714,-0.0023071888899981,0.0053112785292038,0.0239067942734528,-0.0076184674192019,-0.0262139831634509,False,False,False,,16,129
16,Random 50% #48,1714,0.0007707867678387,0.0118983652038824,0.0229321802707342,-0.0111275784360436,-0.0221613935028954,False,False,False,,16,129
16,Random 50% #49,1714,-0.0052585890287469,0.0032668218011446,0.0160526196324396,-0.0085254108298916,-0.0213112086611865,False,False,False,,16,129
16,Random 50% #50,1714,-0.009935439192208,0.0013189682844227,0.0080067021764391,-0.0112544074766307,-0.0179421413686471,False,False,False,,16,129
16,Random 30% #1,1028,0.0177032019704433,0.0086945923016533,0.0287329650840423,0.00900860966879,-0.011029763113599,False,True,True,,16,129
16,Random 30% #2,1028,-0.0188812287552644,-0.0116956766581095,0.0181444213719565,-0.0071855520971548,-0.037025650127221,True,False,True,,16,129
16,Random 30% #3,1028,-0.0136963318843895,-0.0074764366665234,0.0128172917622439,-0.006219895217866,-0.0265136236466335,True,False,True,,16,129
16,Random 30% #4,1028,0.012612065619632,0.0047845825778195,0.0136675357520798,0.0078274830418124,-0.0010554701324478,False,True,True,,16,129
16,Random 30% #5,1028,0.012955140579904,0.0115801526239052,0.0179293292422043,0.0013749879559988,-0.0049741886623003,False,True,True,,16,129
16,Random 30% #6,1028,0.011061887501678,0.0054747907924627,0.0202669983211703,0.0055870967092153,-0.0092051108194922,False,True,True,,16,129
16,Random 30% #7,1028,-0.0019795447047178,0.006310080299967,0.0256687231834825,-0.0082896250046849,-0.0276482678882004,False,False,False,,16,129
16,Random 30% #8,1028,-0.0013757582957458,0.0086992770811552,0.0281836660062904,-0.0100750353769011,-0.0295594243020363,False,False,False,,16,129
16,Random 30% #9,1028,0.0167924069116573,0.005040654942048,0.0186717227829857,0.0117517519696092,-0.0018793158713284,False,True,True,,16,129
16,Random 30% #10,1028,0.0218614718614718,-0.0038362662154851,0.009201782365156,0.025697738076957,0.0126596894963157,True,False,True,,16,129
16,Random 30% #11,1028,0.0036992125742528,0.005218088027385,0.0166825204427555,-0.0015188754531321,-0.0129833078685026,False,False,False,,16,129
16,Random 30% #12,1028,-0.0176439165409753,0.0006494592327692,0.0197600545095691,-0.0182933757737445,-0.0374039710505444,False,False,False,,16,129
16,Random 30% #13,1028,0.0061871080085679,0.0100001610898779,0.0176069448019276,-0.0038130530813099,-0.0114198367933597,False,False,False,,16,129
16,Random 30% #14,1028,-0.0024039572835282,0.0052411725238607,0.0220271179123963,-0.0076451298073889,-0.0244310751959246,False,False,False,,16,129
16,Random 30% #15,1028,-0.0014797507788162,0.0042950112934054,0.0219172841900202,-0.0057747620722216,-0.0233970349688364,False,False,False,,16,129
16,Random 30% #16,1028,0.006823838043474,0.0064965660183796,0.0210121246275173,0.0003272720250944,-0.0141882865840433,False,True,True,,16,129
16,Random 30% #17,1028,0.0030261642698374,0.0180543520754303,0.0208707728977903,-0.0150281878055928,-0.0178446086279529,False,False,False,,16,129
16,Random 30% #18,1028,0.008237689744539,0.0061122167221596,0.0176349085731163,0.0021254730223793,-0.0093972188285773,False,True,True,,16,129
16,Random 30% #19,1028,0.0066883064376393,-0.0049439756202919,0.0268482478851048,0.0116322820579312,-0.0201599414474655,True,True,True,,16,129
16,Random 30% #20,1028,-0.0099963316214233,0.0076657183368723,0.0333611065902108,-0.0176620499582956,-0.0433574382116341,False,False,False,,16,129
16,Random 30% #21,1028,0.002277451699682,0.0008522955534698,0.0089032661926231,0.0014251561462122,-0.006625814492941,False,True,True,,16,129
16,Random 30% #22,1028,0.0271739130434782,0.003127327166998,0.021221439262497,0.0240465858764801,0.0059524737809812,False,False,False,,16,129
16,Random 30% #23,1028,0.0053719593676173,0.0115404323796914,0.0222189915713834,-0.006168473012074,-0.016847032203766,False,False,False,,16,129
16,Random 30% #24,1028,0.0374355138753044,0.0051882587862759,0.0099863157095862,0.0322472550890284,0.0274491981657182,False,False,False,,16,129
16,Random 30% #25,1028,0.0207335170659317,-0.0054646753319422,0.0228068878209515,0.0261981923978739,-0.0020733707550197,True,True,True,,16,129
16,Random 30% #26,1028,0.000322640117994,0.01924745962333,0.006260047641697,-0.0189248195053359,-0.0059374075237029,False,False,False,,16,129
16,Random 30% #27,1028,-0.0133699862551543,0.0080975907821697,0.0081060774435341,-0.021467577037324,-0.0214760636986884,False,False,False,,16,129
16,Random 30% #28,1028,0.0048546691403834,0.0070678499279036,0.0132191259196497,-0.0022131807875202,-0.0083644567792663,False,False,False,,16,129
16,Random 30% #29,1028,0.0132264436461088,-0.0056444944468244,0.0141988229638045,0.0188709380929333,-0.0009723793176956,True,True,True,,16,129
16,Random 30% #30,1028,0.0073191060456281,0.0097693684563169,0.0098210140337712,-0.0024502624106888,-0.0025019079881431,False,False,False,,16,129
16,Random 30% #31,1028,0.0186572318838355,-0.0006420830847855,0.0152212397270941,0.0192993149686211,0.0034359921567414,True,False,True,,16,129
16,Random 30% #32,1028,0.0146773132638857,0.0163715785994549,0.0167811543481859,-0.0016942653355691,-0.0021038410843002,False,False,False,,16,129
16,Random 30% #33,1028,0.0107989019115876,0.005317868293613,0.0197824922182641,0.0054810336179745,-0.0089835903066765,False,True,True,,16,129
16,Random 30% #34,1028,0.0036708111308466,0.0001236462588294,0.0298102161642898,0.0035471648720171,-0.0261394050334431,False,True,True,,16,129
16,Random 30% #35,1028,-0.0021279853031231,0.0033805288514386,0.0208396481703309,-0.0055085141545617,-0.022967633473454,False,False,False,,16,129
16,Random 30% #36,1028,-0.0048226599270606,0.0077235504335302,0.0164703220110143,-0.0125462103605909,-0.0212929819380749,False,False,False,,16,129
16,Random 30% #37,1028,-0.0037446257685728,0.0100421195265025,0.0225338982781019,-0.0137867452950754,-0.0262785240466747,False,False,False,,16,129
16,Random 30% #38,1028,0.0108722741433021,-0.0143496304917177,0.0281366574699736,0.0252219046350199,-0.0172643833266714,True,True,True,,16,129
16,Random 30% #39,1028,0.0380230468256006,-0.0053595042619298,0.0093081406851567,0.0433825510875304,0.0287149061404438,True,False,True,,16,129
16,Random 30% #40,1028,-0.0156995008383602,0.0012266757811247,0.0174356569436247,-0.016926176619485,-0.033135157781985,False,False,False,,16,129
16,Random 30% #41,1028,0.0003191021554961,0.0036727354632975,0.0152532213818328,-0.0033536333078014,-0.0149341192263367,False,False,False,,16,129
16,Random 30% #42,1028,0.0039796984507742,0.0054416513710422,0.0106086849203562,-0.001461952920268,-0.0066289864695819,False,False,False,,16,129
16,Random 30% #43,1028,0.0320665445665445,0.0050413819596148,0.0261177962850195,0.0270251626069297,0.0059487482815249,False,False,False,,16,129
16,Random 30% #44,1028,0.014617494198646,0.0025890199999216,0.023912169960969,0.0120284741987243,-0.009294675762323,False,True,True,,16,129
16,Random 30% #45,1028,-0.010677190889205,-0.0076909124868856,0.0126311545052318,-0.0029862784023194,-0.0233083453944368,True,False,True,,16,129
16,Random 30% #46,1028,-0.0211341559464426,-0.0024152024989554,0.0127147385342528,-0.0187189534474872,-0.0338488944806955,True,False,True,,16,129
16,Random 30% #47,1028,0.0021068472535741,0.0151021451103369,0.0281057693492744,-0.0129952978567628,-0.0259989220957003,False,False,False,,16,129
16,Random 30% #48,1028,0.0099373113536103,0.0221356191079749,0.0285673059541605,-0.0121983077543645,-0.0186299946005501,False,False,False,,16,129
16,Random 30% #49,1028,-0.0033935788911766,0.0054233061098455,0.0206658822942159,-0.0088168850010222,-0.0240594611853926,False,False,False,,16,129
16,Random 30% #50,1028,-0.0149638584774062,0.0113504164761649,0.0178187020375955,-0.0263142749535712,-0.0327825605150018,False,False,False,,16,129
32,All Patients,3429,0.0078818040435458,0.0184471891564147,0.0198752706813465,-0.0105653851128688,-0.0119934666378006,False,False,False,,32,257
32,ICUType 1.0,490,0.0294939989088925,0.0350939426355978,0.0430312277512571,-0.0055999437267053,-0.0135372288423646,False,False,False,,32,257
