setting,subset,n,difference,explained_menref,explained_womenref,unexplained_menref,unexplained_womenref,explained_flip,unexplained_flip,any_flip,error,width,seed,n_params
w=16 s=0,Random 30% #34,1028,0.0036708111308466,0.0406754615381864,0.0228527739088866,-0.0370046504073397,-0.0191819627780399,False,False,False,,16,0,673
w=16 s=0,Random 30% #35,1028,-0.0021279853031231,0.0295779406545186,0.0458702293726386,-0.0317059259576417,-0.0479982146757617,False,False,False,,16,0,673
w=16 s=0,Random 30% #36,1028,-0.0048226599270606,0.011962013163405,-0.0026134317550095,-0.0167846730904656,-0.0022092281720511,True,False,True,,16,0,673
w=16 s=0,Random 30% #37,1028,-0.0037446257685728,0.0094057649039919,0.0356234801714504,-0.0131503906725647,-0.0393681059400233,False,False,False,,16,0,673
w=16 s=0,Random 30% #38,1028,0.0108722741433021,-0.0128972820380107,0.0569419788786674,0.0237695561813129,-0.0460697047353652,True,True,True,,16,0,673
w=16 s=0,Random 30% #39,1028,0.0380230468256006,-0.0131344216007524,0.0136573237289866,0.0511574684263531,0.0243657230966139,True,False,True,,16,0,673
w=16 s=0,Random 30% #40,1028,-0.0156995008383602,0.0425253471483664,0.0462593737104624,-0.0582248479867266,-0.0619588745488226,False,False,False,,16,0,673
w=16 s=0,Random 30% #41,1028,0.0003191021554961,0.0552508001488925,0.0093416224200525,-0.0549316979933964,-0.0090225202645564,False,False,False,,16,0,673
w=16 s=0,Random 30% #42,1028,0.0039796984507742,0.0269256725343583,0.0039115126746468,-0.0229459740835841,6.818577612738297e-05,False,True,True,,16,0,673
w=16 s=0,Random 30% #43,1028,0.0320665445665445,0.0303007537162105,0.0319339336253455,0.0017657908503339,0.0001326109411989,False,False,False,,16,0,673
w=16 s=0,Random 30% #44,1028,0.014617494198646,0.0126155488248694,0.0223059038208229,0.0020019453737766,-0.0076884096221769,False,True,True,,16,0,673
w=16 s=0,Random 30% #45,1028,-0.010677190889205,-0.0049848947882872,-0.0027051294179545,-0.0056922961009177,-0.0079720614712504,False,False,False,,16,0,673
w=16 s=0,Random 30% #46,1028,-0.0211341559464426,0.0361590475848339,0.0325433426502817,-0.0572932035312766,-0.0536774985967243,False,False,False,,16,0,673
w=16 s=0,Random 30% #47,1028,0.0021068472535741,0.0454945560792315,0.0149294099441255,-0.0433877088256574,-0.0128225626905513,False,False,False,,16,0,673
w=16 s=0,Random 30% #48,1028,0.0099373113536103,0.0340626314445808,0.0516036907889453,-0.0241253200909704,-0.0416663794353349,False,False,False,,16,0,673
w=16 s=0,Random 30% #49,1028,-0.0033935788911766,0.0432399312642921,0.0052009595048251,-0.0466335101554688,-0.0085945383960018,False,False,False,,16,0,673
w=16 s=0,Random 30% #50,1028,-0.0149638584774062,0.0296628315281496,0.0257503127510252,-0.0446266900055559,-0.0407141712284315,False,False,False,,16,0,673
w=16 s=1,All Patients,3429,0.0078818040435458,0.023305172060886,0.0312388080965608,-0.0154233680173401,-0.0233570040530149,False,False,False,,16,1,673
w=16 s=1,ICUType 1.0,490,0.0294939989088925,0.0532893387750624,0.039350521779465,-0.0237953398661699,-0.0098565228705725,False,False,False,,16,1,673
w=16 s=1,ICUType 2.0,643,-0.000975689080413,0.0272764977160833,-0.0068206213786571,-0.0282521867964963,0.0058449322982441,True,True,True,,16,1,673
w=16 s=1,ICUType 3.0,1357,-0.0217764843549488,0.0117017209202002,0.0528989877801849,-0.033478205275149,-0.0746754721351337,False,False,False,,16,1,673
w=16 s=1,ICUType 4.0,939,0.0202084035501629,0.0349758261012337,0.0303468866259659,-0.0147674225510708,-0.010138483075803,False,False,False,,16,1,673
w=16 s=1,Age decile 0,374,0.046026807780653,0.0388639334907366,-0.0159437520204196,0.0071628742899164,0.0619705598010726,True,False,True,,16,1,673
w=16 s=1,Age decile 1,344,0.0273634472301562,0.058415037376176,-0.0116169135861954,-0.0310515901460198,0.0389803608163516,True,True,True,,16,1,673
w=16 s=1,Age decile 2,347,0.0042864169770219,-0.0043624871648042,0.0423251182296144,0.0086489041418262,-0.0380387012525924,True,True,True,,16,1,673
w=16 s=1,Age decile 3,325,0.0096292729898892,0.0731515475449079,0.0023762491194204,-0.0635222745550187,0.0072530238704688,False,True,True,,16,1,673
w=16 s=1,Age decile 4,372,-0.0152359717577108,0.0035715784193278,-0.0162534788212197,-0.0188075501770387,0.0010175070635088,True,True,True,,16,1,673
w=16 s=1,Age decile 5,344,-0.0250497851378262,0.026234118573642,0.0323712132245584,-0.0512839037114683,-0.0574209983623846,False,False,False,,16,1,673
w=16 s=1,Age decile 6,397,-0.0004719207173194,0.0531949165347439,-0.0479363660820985,-0.0536668372520634,0.047464445364779,True,True,True,,16,1,673
w=16 s=1,Age decile 7,247,0.0173747705218987,0.0744475626410889,0.0403904243025142,-0.0570727921191901,-0.0230156537806154,False,False,False,,16,1,673
w=16 s=1,Age decile 8,354,-0.0216450216450216,0.0302698821641765,-0.0698379681017479,-0.0519149038091982,0.0481929464567262,True,True,True,,16,1,673
w=16 s=1,Age decile 9,325,-0.0771864301276066,-0.0016685980851426,-0.0029855623734478,-0.0755178320424639,-0.0742008677541588,False,False,False,,16,1,673
w=16 s=1,HR quartile 0,877,0.0371049136786188,0.0624387868095213,0.0536252770992057,-0.0253338731309024,-0.0165203634205868,False,False,False,,16,1,673
w=16 s=1,HR quartile 1,917,-0.0169849537037037,-0.0110017389485246,0.0115809652106664,-0.0059832147551791,-0.0285659189143701,True,False,True,,16,1,673
w=16 s=1,HR quartile 2,816,0.034861311019492,0.0302416722450779,0.0385244804494737,0.0046196387744141,-0.0036631694299817,False,True,True,,16,1,673
w=16 s=1,HR quartile 3,819,-0.0232600311906863,0.0456811883388133,0.0349168372735337,-0.0689412195294996,-0.05817686846422,False,False,False,,16,1,673
w=16 s=1,MAP quartile 0,877,-0.0141240285818599,0.0132691472146335,0.0181401763965636,-0.0273931757964934,-0.0322642049784235,False,False,False,,16,1,673
w=16 s=1,MAP quartile 1,840,0.02392179413456,0.0235902785415915,-0.0121224753996356,0.0003315155929685,0.0360442695341957,True,False,True,,16,1,673
w=16 s=1,MAP quartile 2,866,0.0104058609958506,0.0239700773837453,0.0026291016733871,-0.0135642163878947,0.0077767593224635,False,True,True,,16,1,673
w=16 s=1,MAP quartile 3,846,0.0090927756430939,0.0558952793090615,-0.016752090618022,-0.0468025036659676,0.0258448662611159,True,True,True,,16,1,673
w=16 s=1,Temp quartile 0,902,0.0068727157158747,0.0336211034088275,0.009399238154108,-0.0267483876929527,-0.0025265224382333,False,False,False,,16,1,673
w=16 s=1,Temp quartile 1,864,0.0305627470437901,0.0193196497772172,-0.0275193085130248,0.0112430972665729,0.058082055556815,True,False,True,,16,1,673
w=16 s=1,Temp quartile 2,838,-0.0036346905912123,0.0356052607356972,0.0279843404106846,-0.0392399513269096,-0.0316190310018969,False,False,False,,16,1,673
w=16 s=1,Temp quartile 3,825,-0.0023612750885478,0.0203021319371154,-0.0307388266336708,-0.0226634070256632,0.028377551545123,True,True,True,,16,1,673
w=16 s=1,Urine quartile 0,859,-0.0313289760348584,-0.0244468369359683,0.014990153162433,-0.0068821390988901,-0.0463191291972914,True,False,True,,16,1,673
w=16 s=1,Urine quartile 1,913,-0.0210526315789473,-0.0072417963839214,0.029164257973652,-0.0138108351950259,-0.0502168895525994,True,False,True,,16,1,673
w=16 s=1,Urine quartile 2,802,0.0149901230333403,0.0435468402018241,0.0368981645802692,-0.0285567171684838,-0.0219080415469288,False,False,False,,16,1,673
w=16 s=1,Urine quartile 3,855,0.0601118199903958,0.0649148061837741,-0.0018125577206024,-0.0048029861933783,0.0619243777109982,True,True,True,,16,1,673
w=16 s=1,SAPS quartile 0,1025,0.0026756349262149,0.0189525299484576,-0.0071708922840449,-0.0162768950222426,0.0098465272102599,True,True,True,,16,1,673
w=16 s=1,SAPS quartile 1,946,0.0452124666297511,0.0310350246021655,0.0234844321663623,0.0141774420275856,0.0217280344633888,False,False,False,,16,1,673
w=16 s=1,SAPS quartile 2,660,0.0015384615384615,0.0429465429235868,0.0103658164580992,-0.0414080813851252,-0.0088273549196377,False,False,False,,16,1,673
w=16 s=1,SAPS quartile 3,798,-0.0389986891196934,0.024192388839267,0.0301960804175802,-0.0631910779589604,-0.0691947695372736,False,False,False,,16,1,673
w=16 s=1,HR > 100,945,-0.0351262896411669,0.0240099200700983,0.0013463665304064,-0.0591362097112653,-0.0364726561715734,False,False,False,,16,1,673
w=16 s=1,MAP < 65,697,-0.0279136809159047,0.0227247163054061,0.0093292508225454,-0.0506383972213109,-0.0372429317384502,False,False,False,,16,1,673
w=16 s=1,Temp > 38C,267,-0.0430204913392958,0.0719724973875487,-0.0157649408442775,-0.1149929887268445,-0.0272555504950182,True,False,True,,16,1,673
w=16 s=1,Urine > 1000,210,0.0458952811893988,0.0766673671694793,-0.0378800466233271,-0.0307720859800805,0.0837753278127259,True,True,True,,16,1,673
w=16 s=1,Random 50% #1,1714,0.0148182289884191,0.0231446124720004,0.0075253923362358,-0.0083263834835812,0.0072928366521833,False,True,True,,16,1,673
w=16 s=1,Random 50% #2,1714,0.0038708396744524,0.0189650315568177,-0.007787783391413,-0.0150941918823652,0.0116586230658654,True,True,True,,16,1,673
w=16 s=1,Random 50% #3,1714,0.0221853388658367,0.0381585703670026,0.0410234557804608,-0.0159732315011658,-0.018838116914624,False,False,False,,16,1,673
w=16 s=1,Random 50% #4,1714,0.0209444740819774,-0.0035762809539992,0.0182620634998421,0.0245207550359767,0.0026824105821352,True,False,True,,16,1,673
w=16 s=1,Random 50% #5,1714,0.025145147627017,0.0376298569784023,0.0380727394401445,-0.0124847093513852,-0.0129275918131274,False,False,False,,16,1,673
w=16 s=1,Random 50% #6,1714,-0.0032358828377694,0.0261889072865023,0.0340960716147015,-0.0294247901242718,-0.037331954452471,False,False,False,,16,1,673
w=16 s=1,Random 50% #7,1714,0.0203886964648963,0.0528909806872244,0.037882010240181,-0.032502284222328,-0.0174933137752847,False,False,False,,16,1,673
w=16 s=1,Random 50% #8,1714,-0.0080211409064465,0.0392381354292289,0.0290696472891713,-0.0472592763356755,-0.0370907881956179,False,False,False,,16,1,673
w=16 s=1,Random 50% #9,1714,-0.0018808498325041,0.0356235750838679,0.0292363730811346,-0.0375044249163721,-0.0311172229136388,False,False,False,,16,1,673
w=16 s=1,Random 50% #10,1714,0.0032849222618878,0.0328245156769055,0.0344317852792982,-0.0295395934150176,-0.0311468630174103,False,False,False,,16,1,673
w=16 s=1,Random 50% #11,1714,0.0064028840624585,0.0322495453945243,-0.0027098102669662,-0.0258466613320658,0.0091126943294248,True,True,True,,16,1,673
w=16 s=1,Random 50% #12,1714,-0.0033234372422892,0.0386725031873954,0.0167609613393713,-0.0419959404296847,-0.0200843985816606,False,False,False,,16,1,673
w=16 s=1,Random 50% #13,1714,0.0032517955657333,0.0256085796276194,0.0453083039945016,-0.022356784061886,-0.0420565084287682,False,False,False,,16,1,673
w=16 s=1,Random 50% #14,1714,0.0062157191184681,0.0044590405741448,-0.0035900384226809,0.0017566785443232,0.009805757541149,True,False,True,,16,1,673
w=16 s=1,Random 50% #15,1714,0.0026854501430772,0.0101387130912036,0.032382471516089,-0.0074532629481263,-0.0296970213730117,False,False,False,,16,1,673
w=16 s=1,Random 50% #16,1714,0.0188052608311229,0.0405344948330228,0.0221157979308702,-0.0217292340018999,-0.0033105370997473,False,False,False,,16,1,673
w=16 s=1,Random 50% #17,1714,0.0073507410721795,-0.0045661261124081,0.0497671615797852,0.0119168671845877,-0.0424164205076056,True,True,True,,16,1,673
w=16 s=1,Random 50% #18,1714,0.0251803786741562,0.0219694049349642,0.0486845520801154,0.0032109737391919,-0.0235041734059592,False,True,True,,16,1,673
w=16 s=1,Random 50% #19,1714,0.0087463233253787,0.0019784902269879,-0.0149389356568047,0.0067678330983908,0.0236852589821835,True,False,True,,16,1,673
w=16 s=1,Random 50% #20,1714,0.0239488541873964,0.0191786327775885,0.026050007189171,0.0047702214098078,-0.0021011530017746,False,True,True,,16,1,673
w=16 s=1,Random 50% #21,1714,0.0016605879752431,0.004979493154379,0.0176250172292171,-0.0033189051791359,-0.015964429253974,False,False,False,,16,1,673
w=16 s=1,Random 50% #22,1714,0.0178287222426975,0.0099962031381344,0.0495818571434258,0.007832519104563,-0.0317531349007283,False,True,True,,16,1,673
w=16 s=1,Random 50% #23,1714,-0.0051929851771431,0.0296691961337391,0.0341835494564755,-0.0348621813108823,-0.0393765346336186,False,False,False,,16,1,673
w=16 s=1,Random 50% #24,1714,0.0201698382197979,-0.0064234694051103,0.0284537275369489,0.0265933076249083,-0.008283889317151,True,True,True,,16,1,673
w=16 s=1,Random 50% #25,1714,0.0024135223603308,0.0259545431065379,0.0083066914200436,-0.023541020746207,-0.0058931690597127,False,False,False,,16,1,673
w=16 s=1,Random 50% #26,1714,-0.0063986093578627,0.0302465645901901,0.0162439253749847,-0.0366451739480528,-0.0226425347328474,False,False,False,,16,1,673
w=16 s=1,Random 50% #27,1714,-0.0048317683881064,0.0114590164361885,0.0171219741688487,-0.0162907848242949,-0.0219537425569551,False,False,False,,16,1,673
w=16 s=1,Random 50% #28,1714,0.0098094573797898,0.0136599483161879,0.041586284495564,-0.0038504909363981,-0.0317768271157741,False,False,False,,16,1,673
w=16 s=1,Random 50% #29,1714,0.0125552608311229,0.0196395012818051,0.016398199689105,-0.0070842404506822,-0.0038429388579821,False,False,False,,16,1,673
w=16 s=1,Random 50% #30,1714,0.0022139615866539,0.0173920575321195,0.0228984830239769,-0.0151780959454656,-0.020684521437323,False,False,False,,16,1,673
w=16 s=1,Random 50% #31,1714,0.0081502190717898,0.0098450267221237,-0.0248359265137439,-0.0016948076503339,0.0329861455855337,True,True,True,,16,1,673
w=16 s=1,Random 50% #32,1714,-0.0092920029904661,0.015465082582307,0.0365579663876648,-0.0247570855727732,-0.045849969378131,False,False,False,,16,1,673
w=16 s=1,Random 50% #33,1714,-0.002514181228832,0.0266051696089778,0.0321263635644516,-0.0291193508378098,-0.0346405447932836,False,False,False,,16,1,673
w=16 s=1,Random 50% #34,1714,0.0070180513371488,0.0179554448832844,0.0164599940222845,-0.0109373935461356,-0.0094419426851356,False,False,False,,16,1,673
w=16 s=1,Random 50% #35,1714,0.0093248828878478,0.0386963689509184,0.0264806237820588,-0.0293714860630705,-0.0171557408942109,False,False,False,,16,1,673
w=16 s=1,Random 50% #36,1714,0.016912667846362,0.0359641208632866,0.0578352179670759,-0.0190514530169245,-0.0409225501207138,False,False,False,,16,1,673
w=16 s=1,Random 50% #37,1714,0.0036653828805384,0.0069872157455819,0.0265312023661424,-0.0033218328650434,-0.0228658194856039,False,False,False,,16,1,673
w=16 s=1,Random 50% #38,1714,0.0021576191788371,0.0389016320481665,0.0448910767859901,-0.0367440128693294,-0.042733457607153,False,False,False,,16,1,673
w=16 s=1,Random 50% #39,1714,0.0170086158804934,0.0366854208872171,0.0301381535549213,-0.0196768050067237,-0.0131295376744279,False,False,False,,16,1,673
w=16 s=1,Random 50% #40,1714,0.018520937100027,0.0351404031443405,0.0439628835619683,-0.0166194660443134,-0.0254419464619412,False,False,False,,16,1,673
w=16 s=1,Random 50% #41,1714,0.0027199322354597,0.0331861986023331,0.0298128965558233,-0.0304662663668733,-0.0270929643203635,False,False,False,,16,1,673
w=16 s=1,Random 50% #42,1714,0.0178900300253214,0.0458023330142778,0.008753199421984,-0.0279123029889563,0.0091368306033373,False,True,True,,16,1,673
w=16 s=1,Random 50% #43,1714,0.0169958506224066,0.0106067111171974,0.0071688683541307,0.0063891395052091,0.0098269822682758,False,False,False,,16,1,673
w=16 s=1,Random 50% #44,1714,-0.0080414937759336,0.0007874793906149,0.0273791743063655,-0.0088289731665485,-0.0354206680822991,False,False,False,,16,1,673
w=16 s=1,Random 50% #45,1714,-0.0006684003732017,0.0443113222959291,0.0242704418433305,-0.0449797226691308,-0.0249388422165322,False,False,False,,16,1,673
w=16 s=1,Random 50% #46,1714,-0.0127567411871579,0.0415585555952627,0.0294836178162591,-0.0543152967824207,-0.0422403590034171,False,False,False,,16,1,673
w=16 s=1,Random 50% #47,1714,-0.0023071888899981,0.0240322383226431,0.0464435433466185,-0.0263394272126412,-0.0487507322366166,False,False,False,,16,1,673
w=16 s=1,Random 50% #48,1714,0.0007707867678387,0.0338641103869494,0.043090645784676,-0.0330933236191106,-0.0423198590168372,False,False,False,,16,1,673
w=16 s=1,Random 50% #49,1714,-0.0052585890287469,0.007030992879119,0.0153602866631011,-0.0122895819078659,-0.0206188756918481,False,False,False,,16,1,673
w=16 s=1,Random 50% #50,1714,-0.009935439192208,0.0249284946550572,0.0132858492802934,-0.0348639338472652,-0.0232212884725014,False,False,False,,16,1,673
w=16 s=1,Random 30% #1,1028,0.0177032019704433,0.0336998040224454,0.0219024462411215,-0.015996602052002,-0.0041992442706781,False,False,False,,16,1,673
w=16 s=1,Random 30% #2,1028,-0.0188812287552644,0.0173444403670241,0.0296903738788964,-0.0362256691222886,-0.0485716026341609,False,False,False,,16,1,673
w=16 s=1,Random 30% #3,1028,-0.0136963318843895,-0.0142782236103463,0.0033053866534591,0.0005818917259568,-0.0170017185378487,True,True,True,,16,1,673
w=16 s=1,Random 30% #4,1028,0.012612065619632,0.0269017339198935,0.0159442233230057,-0.0142896683002614,-0.0033321577033736,False,False,False,,16,1,673
w=16 s=1,Random 30% #5,1028,0.012955140579904,0.0563467575353513,0.0188322302426513,-0.0433916169554473,-0.0058770896627473,False,False,False,,16,1,673
w=16 s=1,Random 30% #6,1028,0.011061887501678,0.0316212095710617,0.0417169494598442,-0.0205593220693836,-0.0306550619581661,False,False,False,,16,1,673
w=16 s=1,Random 30% #7,1028,-0.0019795447047178,0.0348305501411293,0.0321649356787358,-0.0368100948458472,-0.0341444803834537,False,False,False,,16,1,673
w=16 s=1,Random 30% #8,1028,-0.0013757582957458,0.031448655104258,0.0700545931509785,-0.0328244134000039,-0.0714303514467244,False,False,False,,16,1,673
w=16 s=1,Random 30% #9,1028,0.0167924069116573,0.0305480256228522,0.0061808214762837,-0.0137556187111948,0.0106115854353735,False,True,True,,16,1,673
w=16 s=1,Random 30% #10,1028,0.0218614718614718,-0.0009162841943696,-0.0296376177854858,0.0227777560558414,0.0514990896469576,False,False,False,,16,1,673
w=16 s=1,Random 30% #11,1028,0.0036992125742528,0.0074920219113908,0.0299992049827573,-0.0037928093371379,-0.0262999924085044,False,False,False,,16,1,673
w=16 s=1,Random 30% #12,1028,-0.0176439165409753,0.0231410782448336,-0.0155437085915617,-0.040784994785809,-0.0021002079494135,True,False,True,,16,1,673
w=16 s=1,Random 30% #13,1028,0.0061871080085679,0.0342825669399319,0.0311825035839581,-0.028095458931364,-0.0249953955753902,False,False,False,,16,1,673
w=16 s=1,Random 30% #14,1028,-0.0024039572835282,0.0328965155245861,0.0068095359895502,-0.0353004728081143,-0.0092134932730785,False,False,False,,16,1,673
w=16 s=1,Random 30% #15,1028,-0.0014797507788162,0.0420255642246051,-0.013591907478531,-0.0435053150034213,0.0121121566997148,True,True,True,,16,1,673
w=16 s=1,Random 30% #16,1028,0.006823838043474,0.0110679886845191,0.0159564096850506,-0.0042441506410451,-0.0091325716415766,False,False,False,,16,1,673
w=16 s=1,Random 30% #17,1028,0.0030261642698374,0.0275402520548232,0.0170638253373232,-0.0245140877849857,-0.0140376610674857,False,False,False,,16,1,673
w=16 s=1,Random 30% #18,1028,0.008237689744539,0.025126331309695,0.0079708366819649,-0.0168886415651559,0.0002668530625741,False,True,True,,16,1,673
w=16 s=1,Random 30% #19,1028,0.0066883064376393,0.0177283628223987,0.025374439299925,-0.0110400563847594,-0.0186861328622857,False,False,False,,16,1,673
w=16 s=1,Random 30% #20,1028,-0.0099963316214233,0.0030501052405095,0.0282629999914327,-0.0130464368619329,-0.0382593316128561,False,False,False,,16,1,673
w=16 s=1,Random 30% #21,1028,0.002277451699682,0.0544246967738031,-0.0362508935292259,-0.052147245074121,0.038528345228908,True,True,True,,16,1,673
w=16 s=1,Random 30% #22,1028,0.0271739130434782,-0.0118815666758493,0.0212765664008856,0.0390554797193275,0.0058973466425926,True,False,True,,16,1,673
w=16 s=1,Random 30% #23,1028,0.0053719593676173,0.0487796207267834,0.0221559096733653,-0.0434076613591661,-0.016783950305748,False,False,False,,16,1,673
w=16 s=1,Random 30% #24,1028,0.0374355138753044,0.0371515117243653,0.0124784503259682,0.000284002150939,0.0249570635493361,False,False,False,,16,1,673
w=16 s=1,Random 30% #25,1028,0.0207335170659317,0.0202755180692362,0.0016084071453513,0.0004579989966954,0.0191251099205804,False,False,False,,16,1,673
w=16 s=1,Random 30% #26,1028,0.000322640117994,0.021725321964583,0.0144320259348013,-0.0214026818465889,-0.0141093858168072,False,False,False,,16,1,673
w=16 s=1,Random 30% #27,1028,-0.0133699862551543,0.0460715552914784,0.0120573275549119,-0.0594415415466327,-0.0254273138100662,False,False,False,,16,1,673
w=16 s=1,Random 30% #28,1028,0.0048546691403834,0.0102846139049513,-0.0058553389207024,-0.0054299447645679,0.0107100080610858,True,True,True,,16,1,673
w=16 s=1,Random 30% #29,1028,0.0132264436461088,0.048513008362001,0.0064100759499361,-0.0352865647158921,0.0068163676961727,False,True,True,,16,1,673
w=16 s=1,Random 30% #30,1028,0.0073191060456281,0.0062518149174113,-0.0382652031895719,0.0010672911282167,0.0455843092352001,True,False,True,,16,1,673
w=16 s=1,Random 30% #31,1028,0.0186572318838355,0.0363245272223928,0.0222306446450575,-0.0176672953385573,-0.0035734127612219,False,False,False,,16,1,673
w=16 s=1,Random 30% #32,1028,0.0146773132638857,0.0548679152844055,0.0066438972846233,-0.0401906020205197,0.0080334159792623,False,True,True,,16,1,673
w=16 s=1,Random 30% #33,1028,0.0107989019115876,0.0214709361279306,0.0217382297170803,-0.010672034216343,-0.0109393278054926,False,False,False,,16,1,673
w=16 s=1,Random 30% #34,1028,0.0036708111308466,0.0388637180461608,-0.0161358258546572,-0.0351929069153141,0.0198066369855039,True,True,True,,16,1,673
w=16 s=1,Random 30% #35,1028,-0.0021279853031231,0.034400238251262,0.0177648042498588,-0.0365282235543851,-0.0198927895529819,False,False,False,,16,1,673
w=16 s=1,Random 30% #36,1028,-0.0048226599270606,0.0237062897645889,-0.0106594977104853,-0.0285289496916496,0.0058368377834246,True,True,True,,16,1,673
w=16 s=1,Random 30% #37,1028,-0.0037446257685728,0.0067871818648727,0.0116025521450475,-0.0105318076334456,-0.0153471779136204,False,False,False,,16,1,673
w=16 s=1,Random 30% #38,1028,0.0108722741433021,0.0317354107397009,0.0114465190019316,-0.0208631365963988,-0.0005742448586294,False,False,False,,16,1,673
w=16 s=1,Random 30% #39,1028,0.0380230468256006,0.0247693967731642,0.0346065789067313,0.0132536500524363,0.0034164679188693,False,False,False,,16,1,673
w=16 s=1,Random 30% #40,1028,-0.0156995008383602,0.0005412158800054,-0.0284324939664144,-0.0162407167183657,0.0127329931280542,True,True,True,,16,1,673
w=16 s=1,Random 30% #41,1028,0.0003191021554961,0.0397204330117223,0.0119828407464795,-0.0394013308562261,-0.0116637385909834,False,False,False,,16,1,673
w=16 s=1,Random 30% #42,1028,0.0039796984507742,0.0113810339299513,-0.0001989868656338,-0.0074013354791771,0.004178685316408,True,True,True,,16,1,673
w=16 s=1,Random 30% #43,1028,0.0320665445665445,0.046271697040267,0.0098510662178382,-0.0142051524737224,0.0222154783487062,False,True,True,,16,1,673
w=16 s=1,Random 30% #44,1028,0.014617494198646,-0.0133657545070179,0.0221673751049903,0.027983248705664,-0.0075498809063443,True,True,True,,16,1,673
w=16 s=1,Random 30% #45,1028,-0.010677190889205,-0.0047647292520745,-0.0347389686811911,-0.0059124616371304,0.024061777791986,False,True,True,,16,1,673
w=16 s=1,Random 30% #46,1028,-0.0211341559464426,0.0420765747364117,0.0439462466432708,-0.0632107306828543,-0.0650804025897134,False,False,False,,16,1,673
w=16 s=1,Random 30% #47,1028,0.0021068472535741,0.0525338738607849,0.0411559832584394,-0.0504270266072108,-0.0390491360048652,False,False,False,,16,1,673
w=16 s=1,Random 30% #48,1028,0.0099373113536103,0.0503828559959689,0.0222329509142294,-0.0404455446423585,-0.012295639560619,False,False,False,,16,1,673
w=16 s=1,Random 30% #49,1028,-0.0033935788911766,0.0231923035211919,0.0033786730102316,-0.0265858824123686,-0.0067722519014083,False,False,False,,16,1,673
w=16 s=1,Random 30% #50,1028,-0.0149638584774062,0.0271871881290002,0.0321389407246404,-0.0421510466064065,-0.0471027992020466,False,False,False,,16,1,673
w=16 s=2,All Patients,3429,0.0078818040435458,0.0181852950466775,0.0116422147296993,-0.0103034910031316,-0.0037604106861535,False,False,False,,16,2,673
w=16 s=2,ICUType 1.0,490,0.0294939989088925,0.0222953441285292,0.0562654693363587,0.0071986547803632,-0.0267714704274662,False,True,True,,16,2,673
w=16 s=2,ICUType 2.0,643,-0.000975689080413,0.0116457415672361,0.0017707356159114,-0.0126214306476492,-0.0027464246963245,False,False,False,,16,2,673
w=16 s=2,ICUType 3.0,1357,-0.0217764843549488,-0.0003726923276989,0.0238898212518786,-0.0214037920272498,-0.0456663056068274,True,False,True,,16,2,673
w=16 s=2,ICUType 4.0,939,0.0202084035501629,0.0358512107127599,0.0248426440791198,-0.015642807162597,-0.0046342405289569,False,False,False,,16,2,673
w=16 s=2,Age decile 0,374,0.046026807780653,0.0287434330368707,-0.0071141681019192,0.0172833747437822,0.0531409758825723,True,False,True,,16,2,673
w=16 s=2,Age decile 1,344,0.0273634472301562,0.0577059948177015,-0.0176445975069504,-0.0303425475875453,0.0450080447371067,True,True,True,,16,2,673
w=16 s=2,Age decile 2,347,0.0042864169770219,0.018095147850996,0.0320032344866789,-0.013808730873974,-0.0277168175096569,False,False,False,,16,2,673
w=16 s=2,Age decile 3,325,0.0096292729898892,0.0283036086794046,0.101845035765745,-0.0186743356895154,-0.0922157627758557,False,False,False,,16,2,673
w=16 s=2,Age decile 4,372,-0.0152359717577108,0.0431766134202196,-0.0292411364161819,-0.0584125851779305,0.014005164658471,True,True,True,,16,2,673
w=16 s=2,Age decile 5,344,-0.0250497851378262,0.0418935605653956,0.0347378161951521,-0.0669433457032219,-0.0597876013329783,False,False,False,,16,2,673
w=16 s=2,Age decile 6,397,-0.0004719207173194,0.0537779831038804,-0.0168518588538791,-0.0542499038211999,0.0163799381365596,True,True,True,,16,2,673
w=16 s=2,Age decile 7,247,0.0173747705218987,0.0409873184671578,0.0071104996870001,-0.023612547945259,0.0102642708348986,False,True,True,,16,2,673
w=16 s=2,Age decile 8,354,-0.0216450216450216,0.0313892202112898,-0.0229083178563844,-0.0530342418563115,0.0012632962113627,True,True,True,,16,2,673
w=16 s=2,Age decile 9,325,-0.0771864301276066,0.068727977222106,0.0240959624439636,-0.1459144073497126,-0.1012823925715702,False,False,False,,16,2,673
w=16 s=2,HR quartile 0,877,0.0371049136786188,0.0584955729763157,0.0296352681302593,-0.0213906592976969,0.0074696455483594,False,True,True,,16,2,673
w=16 s=2,HR quartile 1,917,-0.0169849537037037,0.0381858309333808,0.0043370091525893,-0.0551707846370845,-0.021321962856293,False,False,False,,16,2,673
w=16 s=2,HR quartile 2,816,0.034861311019492,0.0405048695733174,0.0124022128182016,-0.0056435585538253,0.0224590982012904,False,True,True,,16,2,673
w=16 s=2,HR quartile 3,819,-0.0232600311906863,0.0230762241448999,-0.0191766551531625,-0.0463362553355862,-0.0040833760375237,True,False,True,,16,2,673
w=16 s=2,MAP quartile 0,877,-0.0141240285818599,0.026908481866529,0.0272602246413736,-0.0410325104483889,-0.0413842532232335,False,False,False,,16,2,673
w=16 s=2,MAP quartile 1,840,0.02392179413456,0.0248365138661267,-0.0116987426695415,-0.0009147197315666,0.0356205368041016,True,True,True,,16,2,673
