setting,subset,n,difference,explained_menref,explained_womenref,unexplained_menref,unexplained_womenref,explained_flip,unexplained_flip,any_flip,error,width,seed,n_params
w=8 s=0,Temp > 38C,267,-0.0430204913392958,0.0350932085015311,-0.0106589897619839,-0.0781136998408269,-0.0323615015773118,True,False,True,,8,0,209
w=8 s=0,Urine > 1000,210,0.0458952811893988,0.0711164969486991,-0.0342597430868886,-0.0252212157593002,0.0801550242762874,True,True,True,,8,0,209
w=8 s=0,Random 50% #1,1714,0.0148182289884191,0.0043179854973962,0.0042749278845231,0.0105002434910229,0.010543301103896,False,False,False,,8,0,209
w=8 s=0,Random 50% #2,1714,0.0038708396744524,0.0228282755859061,0.0122684983082971,-0.0189574359114537,-0.0083976586338446,False,False,False,,8,0,209
w=8 s=0,Random 50% #3,1714,0.0221853388658367,0.0218502662744766,0.023688912904924,0.0003350725913601,-0.0015035740390872,False,True,True,,8,0,209
w=8 s=0,Random 50% #4,1714,0.0209444740819774,0.0152382757832023,0.0152769020933612,0.005706198298775,0.0056675719886161,False,False,False,,8,0,209
w=8 s=0,Random 50% #5,1714,0.025145147627017,0.0087212162524276,0.0283110670973194,0.0164239313745894,-0.0031659194703023,False,True,True,,8,0,209
w=8 s=0,Random 50% #6,1714,-0.0032358828377694,0.0124980488543718,0.0214150989978428,-0.0157339316921413,-0.0246509818356123,False,False,False,,8,0,209
w=8 s=0,Random 50% #7,1714,0.0203886964648963,0.0184739216707305,0.027271734719493,0.0019147747941658,-0.0068830382545966,False,True,True,,8,0,209
w=8 s=0,Random 50% #8,1714,-0.0080211409064465,0.0170064842971208,0.0204785552848636,-0.0250276252035674,-0.0284996961913101,False,False,False,,8,0,209
w=8 s=0,Random 50% #9,1714,-0.0018808498325041,0.0207774483791893,0.0249358516362927,-0.0226582982116935,-0.0268167014687969,False,False,False,,8,0,209
w=8 s=0,Random 50% #10,1714,0.0032849222618878,0.0122093693246304,0.0124050074304121,-0.0089244470627426,-0.0091200851685243,False,False,False,,8,0,209
w=8 s=0,Random 50% #11,1714,0.0064028840624585,0.0242979481689015,0.0171349346799395,-0.017895064106443,-0.010732050617481,False,False,False,,8,0,209
w=8 s=0,Random 50% #12,1714,-0.0033234372422892,0.0101056964284843,0.0192030261762141,-0.0134291336707735,-0.0225264634185034,False,False,False,,8,0,209
w=8 s=0,Random 50% #13,1714,0.0032517955657333,0.0056222095870311,0.0216913178833683,-0.0023704140212977,-0.018439522317635,False,False,False,,8,0,209
w=8 s=0,Random 50% #14,1714,0.0062157191184681,0.0085562300530943,0.0288643277864014,-0.0023405109346262,-0.0226486086679332,False,False,False,,8,0,209
w=8 s=0,Random 50% #15,1714,0.0026854501430772,0.0229306987216322,0.0219591750006026,-0.0202452485785549,-0.0192737248575253,False,False,False,,8,0,209
w=8 s=0,Random 50% #16,1714,0.0188052608311229,0.0171310379192511,0.0167518076484021,0.0016742229118717,0.0020534531827207,False,False,False,,8,0,209
w=8 s=0,Random 50% #17,1714,0.0073507410721795,0.0045301910957007,0.030394552992106,0.0028205499764787,-0.0230438119199264,False,True,True,,8,0,209
w=8 s=0,Random 50% #18,1714,0.0251803786741562,0.0238437715781014,0.0311102937712553,0.0013366070960547,-0.0059299150970991,False,True,True,,8,0,209
w=8 s=0,Random 50% #19,1714,0.0087463233253787,0.004511967499287,0.0021743572531562,0.0042343558260917,0.0065719660722225,False,False,False,,8,0,209
