setting,subset,n,difference,explained_menref,explained_womenref,unexplained_menref,unexplained_womenref,explained_flip,unexplained_flip,any_flip,error,max_depth
depth 3,Random 50% #29,1714,0.0125552608311229,0.0193845279315733,0.0042021237960567,-0.0068292671004504,0.0083531370350661,False,True,True,,3
depth 3,Random 50% #30,1714,0.0022139615866539,0.019331029592017,0.0138190349538549,-0.017117068005363,-0.011605073367201,False,False,False,,3
depth 3,Random 50% #31,1714,0.0081502190717898,0.0210117629295403,0.0070463144693122,-0.0128615438577505,0.0011039046024775,False,True,True,,3
depth 3,Random 50% #32,1714,-0.0092920029904661,0.0156768445697426,0.0142792015288635,-0.0249688475602088,-0.0235712045193297,False,False,False,,3
depth 3,Random 50% #33,1714,-0.002514181228832,0.0164778443173804,0.0149812300690244,-0.0189920255462124,-0.0174954112978564,False,False,False,,3
depth 3,Random 50% #34,1714,0.0070180513371488,0.0241479559301493,0.0046485717623379,-0.0171299045930005,0.0023694795748109,False,True,True,,3
depth 3,Random 50% #35,1714,0.0093248828878478,0.0300847040183498,0.0189660943279799,-0.0207598211305019,-0.0096412114401321,False,False,False,,3
depth 3,Random 50% #36,1714,0.016912667846362,0.0138502882712424,0.0160425727240538,0.0030623795751195,0.0008700951223081,False,False,False,,3
depth 3,Random 50% #37,1714,0.0036653828805384,0.0188006946882114,0.007990960905046,-0.0151353118076729,-0.0043255780245075,False,False,False,,3
depth 3,Random 50% #38,1714,0.0021576191788371,0.0265866245005405,0.0234240485481701,-0.0244290053217034,-0.0212664293693329,False,False,False,,3
depth 3,Random 50% #39,1714,0.0170086158804934,0.0131914261925146,0.01588915071446,0.0038171896879787,0.0011194651660333,False,False,False,,3
depth 3,Random 50% #40,1714,0.018520937100027,0.029238500205499,0.0166007671710159,-0.0107175631054719,0.0019201699290111,False,True,True,,3
depth 3,Random 50% #41,1714,0.0027199322354597,0.0237169496364871,0.0096124888343607,-0.0209970174010273,-0.006892556598901,False,False,False,,3
depth 3,Random 50% #42,1714,0.0178900300253214,0.024181097463158,0.0102398285386054,-0.0062910674378366,0.0076502014867159,False,True,True,,3
depth 3,Random 50% #43,1714,0.0169958506224066,0.0271394967291024,0.0086282257677376,-0.0101436461066958,0.0083676248546689,False,True,True,,3
depth 3,Random 50% #44,1714,-0.0080414937759336,0.0226183994951932,0.0073625537678702,-0.0306598932711268,-0.0154040475438038,False,False,False,,3
depth 3,Random 50% #45,1714,-0.0006684003732017,0.0266833210194313,0.0130827758911281,-0.027351721392633,-0.0137511762643298,False,False,False,,3
depth 3,Random 50% #46,1714,-0.0127567411871579,0.0261443093051781,0.0192895024870137,-0.038901050492336,-0.0320462436741717,False,False,False,,3
depth 3,Random 50% #47,1714,-0.0023071888899981,0.0221090170498655,0.0234762488691931,-0.0244162059398636,-0.0257834377591912,False,False,False,,3
depth 3,Random 50% #48,1714,0.0007707867678387,0.0299204202492806,0.0161584204988033,-0.0291496334814418,-0.0153876337309645,False,False,False,,3
depth 3,Random 50% #49,1714,-0.0052585890287469,0.0140869520246249,0.0158633397007389,-0.0193455410533719,-0.0211219287294859,False,False,False,,3
depth 3,Random 50% #50,1714,-0.009935439192208,0.0169909052336,0.0037978265138487,-0.026926344425808,-0.0137332657060567,False,False,False,,3
depth 3,Random 30% #1,1028,0.0177032019704433,0.0310416425259444,0.0196231705074733,-0.013338440555501,-0.0019199685370299,False,False,False,,3
depth 3,Random 30% #2,1028,-0.0188812287552644,0.0172004169607759,0.0136861098082699,-0.0360816457160404,-0.0325673385635344,False,False,False,,3
depth 3,Random 30% #3,1028,-0.0136963318843895,0.0081867067134194,-0.0027506489875137,-0.021883038597809,-0.0109456828968757,True,False,True,,3
depth 3,Random 30% #4,1028,0.012612065619632,0.0114633683451193,0.0101174273269349,0.0011486972745126,0.0024946382926971,False,False,False,,3
depth 3,Random 30% #5,1028,0.012955140579904,0.0276745986616882,0.0142835279942607,-0.0147194580817842,-0.0013283874143566,False,False,False,,3
depth 3,Random 30% #6,1028,0.011061887501678,0.0360202859491655,0.0143138014744911,-0.0249583984474874,-0.003251913972813,False,False,False,,3
depth 3,Random 30% #7,1028,-0.0019795447047178,0.0290121059464441,0.0170423981987268,-0.030991650651162,-0.0190219429034447,False,False,False,,3
depth 3,Random 30% #8,1028,-0.0013757582957458,0.0266243853993157,0.0189789568129299,-0.0280001436950615,-0.0203547151086758,False,False,False,,3
depth 3,Random 30% #9,1028,0.0167924069116573,0.0213561835529925,0.0150717672257577,-0.0045637766413352,0.0017206396858995,False,True,True,,3
depth 3,Random 30% #10,1028,0.0218614718614718,0.017727014186663,-0.001394237214659,0.0041344576748088,0.0232557090761309,True,False,True,,3
depth 3,Random 30% #11,1028,0.0036992125742528,0.028693417421317,-0.0017639109265189,-0.0249942048470642,0.0054631235007717,True,True,True,,3
depth 3,Random 30% #12,1028,-0.0176439165409753,0.0244251566354287,-0.0049992474434092,-0.042069073176404,-0.0126446690975661,True,False,True,,3
depth 3,Random 30% #13,1028,0.0061871080085679,0.0415431977917795,0.0197050373070537,-0.0353560897832115,-0.0135179292984858,False,False,False,,3
depth 3,Random 30% #14,1028,-0.0024039572835282,0.0259455600374201,0.0054235028182731,-0.0283495173209484,-0.0078274601018014,False,False,False,,3
depth 3,Random 30% #15,1028,-0.0014797507788162,0.0384121283575474,0.0041123559718408,-0.0398918791363636,-0.0055921067506571,False,False,False,,3
depth 3,Random 30% #16,1028,0.006823838043474,0.0261106127294503,0.000671301747095,-0.0192867746859763,0.006152536296379,False,True,True,,3
depth 3,Random 30% #17,1028,0.0030261642698374,0.0298150219378071,0.0088254881068981,-0.0267888576679697,-0.0057993238370606,False,False,False,,3
depth 3,Random 30% #18,1028,0.008237689744539,0.0165309596104587,0.0066883728201485,-0.0082932698659196,0.0015493169243904,False,True,True,,3
depth 3,Random 30% #19,1028,0.0066883064376393,0.0125359629992108,-0.001650843698664,-0.0058476565615714,0.0083391501363033,True,True,True,,3
depth 3,Random 30% #20,1028,-0.0099963316214233,0.0262409198065656,0.0107784922414312,-0.0362372514279889,-0.0207748238628545,False,False,False,,3
depth 3,Random 30% #21,1028,0.002277451699682,0.0283306657466078,-0.0133326127775361,-0.0260532140469257,0.0156100644772181,True,True,True,,3
depth 3,Random 30% #22,1028,0.0271739130434782,0.0149907858286478,0.0074285461499011,0.0121831272148304,0.0197453668935771,False,False,False,,3
depth 3,Random 30% #23,1028,0.0053719593676173,0.0406972984790857,0.0142921408610484,-0.0353253391114684,-0.0089201814934311,False,False,False,,3
depth 3,Random 30% #24,1028,0.0374355138753044,0.0311671814189439,0.0044884088549174,0.0062683324563604,0.032947105020387,False,False,False,,3
depth 3,Random 30% #25,1028,0.0207335170659317,0.0280860027779742,0.0252143870508138,-0.0073524857120425,-0.004480869984882,False,False,False,,3
depth 3,Random 30% #26,1028,0.000322640117994,0.0354054401310849,-0.0173378311237818,-0.0350828000130908,0.0176604712417759,True,True,True,,3
depth 3,Random 30% #27,1028,-0.0133699862551543,0.0347922532363689,0.0034850049257206,-0.0481622394915232,-0.0168549911808749,False,False,False,,3
depth 3,Random 30% #28,1028,0.0048546691403834,0.0211066051833023,0.0190741861863341,-0.0162519360429189,-0.0142195170459507,False,False,False,,3
depth 3,Random 30% #29,1028,0.0132264436461088,0.0142582338288535,-0.0056066827531946,-0.0010317901827446,0.0188331263993035,True,True,True,,3
depth 3,Random 30% #30,1028,0.0073191060456281,0.0279927851559772,0.0070342540373463,-0.020673679110349,0.0002848520082817,False,True,True,,3
depth 3,Random 30% #31,1028,0.0186572318838355,0.042170527658375,0.0124016156242836,-0.0235132957745395,0.0062556162595519,False,True,True,,3
depth 3,Random 30% #32,1028,0.0146773132638857,0.0391507341244375,0.0137376083355562,-0.0244734208605518,0.0009397049283294,False,True,True,,3
depth 3,Random 30% #33,1028,0.0107989019115876,0.0329886671837249,0.0038781765395963,-0.0221897652721372,0.0069207253719912,False,True,True,,3
depth 3,Random 30% #34,1028,0.0036708111308466,0.0241221924495479,0.0200090756699434,-0.0204513813187012,-0.0163382645390967,False,False,False,,3
depth 3,Random 30% #35,1028,-0.0021279853031231,0.024467327930056,0.0044316146445268,-0.0265953132331791,-0.0065595999476499,False,False,False,,3
depth 3,Random 30% #36,1028,-0.0048226599270606,0.0258254964680818,0.0084575975097531,-0.0306481563951424,-0.0132802574368138,False,False,False,,3
depth 3,Random 30% #37,1028,-0.0037446257685728,0.0240428864569228,0.0159202290951274,-0.0277875122254957,-0.0196648548637003,False,False,False,,3
depth 3,Random 30% #38,1028,0.0108722741433021,0.0187288045282388,0.0327765203514383,-0.0078565303849366,-0.0219042462081361,False,False,False,,3
depth 3,Random 30% #39,1028,0.0380230468256006,0.0147706566548681,0.0095568231680292,0.0232523901707324,0.0284662236575714,False,False,False,,3
depth 3,Random 30% #40,1028,-0.0156995008383602,0.0214310955561833,0.0040226665934456,-0.0371305963945436,-0.0197221674318059,False,False,False,,3
depth 3,Random 30% #41,1028,0.0003191021554961,0.0206974263483888,-0.008637033871234,-0.0203783241928926,0.0089561360267301,True,True,True,,3
depth 3,Random 30% #42,1028,0.0039796984507742,0.0186949364329556,0.0178229290198855,-0.0147152379821814,-0.0138432305691113,False,False,False,,3
depth 3,Random 30% #43,1028,0.0320665445665445,0.0373808047988068,0.0138919025352247,-0.0053142602322623,0.0181746420313198,False,True,True,,3
depth 3,Random 30% #44,1028,0.014617494198646,0.0229014726892893,0.0080237235486864,-0.0082839784906432,0.0065937706499595,False,True,True,,3
depth 3,Random 30% #45,1028,-0.010677190889205,0.0235738159895428,-0.0023523537766718,-0.0342510068787479,-0.0083248371125331,True,False,True,,3
depth 3,Random 30% #46,1028,-0.0211341559464426,0.0299793998554021,0.0104521376018692,-0.0511135558018448,-0.0315862935483118,False,False,False,,3
depth 3,Random 30% #47,1028,0.0021068472535741,0.0390609483347156,0.0145027152757371,-0.0369541010811415,-0.0123958680221629,False,False,False,,3
depth 3,Random 30% #48,1028,0.0099373113536103,0.0344064514818113,0.0095448091155082,-0.0244691401282009,0.0003925022381021,False,True,True,,3
depth 3,Random 30% #49,1028,-0.0033935788911766,0.0318518113638942,-0.0026223759525455,-0.0352453902550709,-0.0007712029386311,True,False,True,,3
depth 3,Random 30% #50,1028,-0.0149638584774062,0.0329995096346149,0.0118969888153383,-0.0479633681120212,-0.0268608472927446,False,False,False,,3
depth 4,All Patients,3429,0.0078818040435458,0.0227317418543889,0.0160221836937537,-0.014849937810843,-0.0081403796502078,False,False,False,,4
depth 4,ICUType 1.0,490,0.0294939989088925,0.0710442575406296,0.0163380013233402,-0.041550258631737,0.0131559975855522,False,True,True,,4
depth 4,ICUType 2.0,643,-0.000975689080413,0.0109843115337771,-0.0022599231079438,-0.0119600006141901,0.0012842340275308,True,True,True,,4
depth 4,ICUType 3.0,1357,-0.0217764843549488,0.0156063257036876,-0.016508200579901,-0.0373828100586365,-0.0052682837750477,True,False,True,,4
depth 4,ICUType 4.0,939,0.0202084035501629,0.0469491783412601,0.0153545753825478,-0.0267407747910972,0.004853828167615,False,True,True,,4
depth 4,Age decile 0,374,0.046026807780653,0.0513461271586329,-0.0175907654383213,-0.0053193193779799,0.0636175732189743,True,True,True,,4
depth 4,Age decile 1,344,0.0273634472301562,0.0360503828773715,-0.0207713608071208,-0.0086869356472153,0.0481348080372771,True,True,True,,4
depth 4,Age decile 2,347,0.0042864169770219,0.0102253624892309,0.0111813018785283,-0.0059389455122089,-0.0068948849015064,False,False,False,,4
depth 4,Age decile 3,325,0.0096292729898892,0.0450738216944255,-0.0153055854343974,-0.0354445487045363,0.0249348584242867,True,True,True,,4
depth 4,Age decile 4,372,-0.0152359717577108,0.0315770028573116,-0.0266104679908272,-0.0468129746150225,0.0113744962331163,True,True,True,,4
depth 4,Age decile 5,344,-0.0250497851378262,0.0359997034382845,0.0015999639321437,-0.0610494885761107,-0.02664974906997,False,False,False,,4
depth 4,Age decile 6,397,-0.0004719207173194,0.036030782441343,-0.0453054881807409,-0.0365027031586625,0.0448335674634214,True,True,True,,4
depth 4,Age decile 7,247,0.0173747705218987,0.0572283105401146,-0.0037148419087139,-0.0398535400182158,0.0210896124306127,True,True,True,,4
depth 4,Age decile 8,354,-0.0216450216450216,0.0223615019930953,-0.0244986138572202,-0.044006523638117,0.0028535922121985,True,True,True,,4
depth 4,Age decile 9,325,-0.0771864301276066,0.069744549313916,-0.0281067480926784,-0.1469309794415227,-0.0490796820349281,True,False,True,,4
depth 4,HR quartile 0,877,0.0371049136786188,0.0599312757412874,0.0078309983601571,-0.0228263620626685,0.0292739153184617,False,True,True,,4
depth 4,HR quartile 1,917,-0.0169849537037037,0.0208127261719625,-0.0088535214278467,-0.0377976798756662,-0.0081314322758569,True,False,True,,4
depth 4,HR quartile 2,816,0.034861311019492,0.0343576323933267,-0.0029040835975263,0.0005036786261653,0.0377653946170184,True,False,True,,4
depth 4,HR quartile 3,819,-0.0232600311906863,0.0304441039597972,-0.0075194631984224,-0.0537041351504835,-0.0157405679922638,True,False,True,,4
depth 4,MAP quartile 0,877,-0.0141240285818599,0.039157615751165,-0.0125302467111991,-0.0532816443330249,-0.0015937818706607,True,False,True,,4
depth 4,MAP quartile 1,840,0.02392179413456,0.0451802481900656,0.0075037489964505,-0.0212584540555055,0.0164180451381095,False,True,True,,4
depth 4,MAP quartile 2,866,0.0104058609958506,0.0347646742144259,-0.0169924982967205,-0.0243588132185753,0.0273983592925712,True,True,True,,4
depth 4,MAP quartile 3,846,0.0090927756430939,0.0591315222788715,0.0153335737029391,-0.0500387466357776,-0.0062407980598452,False,False,False,,4
depth 4,Temp quartile 0,902,0.0068727157158747,0.0576592010774278,0.0021400786137211,-0.050786485361553,0.0047326371021536,False,True,True,,4
depth 4,Temp quartile 1,864,0.0305627470437901,0.0437084052864904,-0.0144719409871215,-0.0131456582427002,0.0450346880309117,True,True,True,,4
depth 4,Temp quartile 2,838,-0.0036346905912123,0.0312825299934309,0.00073857254315,-0.0349172205846432,-0.0043732631343623,False,False,False,,4
depth 4,Temp quartile 3,825,-0.0023612750885478,0.0266656229634513,-0.0125376487868064,-0.0290268980519991,0.0101763736982586,True,True,True,,4
depth 4,Urine quartile 0,859,-0.0313289760348584,0.0451311411339716,-0.0290381537504458,-0.07646011716883,-0.0022908222844125,True,False,True,,4
depth 4,Urine quartile 1,913,-0.0210526315789473,0.011029999547936,-0.0118155498747183,-0.0320826311268834,-0.009237081704229,True,False,True,,4
depth 4,Urine quartile 2,802,0.0149901230333403,0.0399082629503473,0.0016623774254477,-0.0249181399170069,0.0133277456078925,False,True,True,,4
depth 4,Urine quartile 3,855,0.0601118199903958,0.0510072060020441,-0.0094901771105061,0.0091046139883516,0.0696019971009019,True,False,True,,4
depth 4,SAPS quartile 0,1025,0.0026756349262149,0.0267157144027576,-0.0127865802695039,-0.0240400794765426,0.0154622151957189,True,True,True,,4
depth 4,SAPS quartile 1,946,0.0452124666297511,0.0277207994378084,-0.0182503350358477,0.0174916671919427,0.0634628016655989,True,False,True,,4
depth 4,SAPS quartile 2,660,0.0015384615384615,0.0317175874428581,-0.0078917573162247,-0.0301791259043966,0.0094302188546862,True,True,True,,4
depth 4,SAPS quartile 3,798,-0.0389986891196934,0.0566176489234105,0.0173999957470081,-0.0956163380431039,-0.0563986848667016,False,False,False,,4
depth 4,HR > 100,945,-0.0351262896411669,0.0356522949740182,-0.0123163173337234,-0.0707785846151852,-0.0228099723074435,True,False,True,,4
depth 4,MAP < 65,697,-0.0279136809159047,0.0246894892879666,-0.0199696469173226,-0.0526031702038714,-0.007944033998582,True,False,True,,4
depth 4,Temp > 38C,267,-0.0430204913392958,0.0378170400938004,0.0008790414751989,-0.0808375314330962,-0.0438995328144947,False,False,False,,4
depth 4,Urine > 1000,210,0.0458952811893988,0.0501160738169009,-0.0139200151970209,-0.004220792627502,0.0598152963864197,True,True,True,,4
depth 4,Random 50% #1,1714,0.0148182289884191,0.0313557234424552,0.0042407402660129,-0.016537494454036,0.0105774887224062,False,True,True,,4
depth 4,Random 50% #2,1714,0.0038708396744524,0.027927914223582,-0.0023721386227545,-0.0240570745491295,0.0062429782972069,True,True,True,,4
depth 4,Random 50% #3,1714,0.0221853388658367,0.0273126213929411,0.0006817606532589,-0.0051272825271043,0.0215035782125778,False,True,True,,4
depth 4,Random 50% #4,1714,0.0209444740819774,0.0339053114534057,0.0027539445953827,-0.0129608373714283,0.0181905294865946,False,True,True,,4
depth 4,Random 50% #5,1714,0.025145147627017,0.0354361292452865,0.0160040919049657,-0.0102909816182694,0.0091410557220513,False,True,True,,4
depth 4,Random 50% #6,1714,-0.0032358828377694,0.0294403995308231,0.0066695533087723,-0.0326762823685926,-0.0099054361465418,False,False,False,,4
depth 4,Random 50% #7,1714,0.0203886964648963,0.0288096221796258,0.0148428409909624,-0.0084209257147294,0.0055458554739339,False,True,True,,4
depth 4,Random 50% #8,1714,-0.0080211409064465,0.034257049491025,0.0113706839865232,-0.0422781903974716,-0.0193918248929697,False,False,False,,4
depth 4,Random 50% #9,1714,-0.0018808498325041,0.0360694195057704,0.0138674356374383,-0.0379502693382746,-0.0157482854699425,False,False,False,,4
depth 4,Random 50% #10,1714,0.0032849222618878,0.0270305799659188,-0.0028408533098279,-0.023745657704031,0.0061257755717158,True,True,True,,4
depth 4,Random 50% #11,1714,0.0064028840624585,0.0326061070488873,0.0137820156288807,-0.0262032229864288,-0.0073791315664222,False,False,False,,4
depth 4,Random 50% #12,1714,-0.0033234372422892,0.0376141483021165,0.0041294850073206,-0.0409375855444058,-0.0074529222496099,False,False,False,,4
depth 4,Random 50% #13,1714,0.0032517955657333,0.0266295866197547,0.0082308133078841,-0.0233777910540214,-0.0049790177421508,False,False,False,,4
depth 4,Random 50% #14,1714,0.0062157191184681,0.0245604716333369,-0.0051764832967475,-0.0183447525148687,0.0113922024152157,True,True,True,,4
depth 4,Random 50% #15,1714,0.0026854501430772,0.0340576626504801,0.0077642664069774,-0.0313722125074029,-0.0050788162639001,False,False,False,,4
depth 4,Random 50% #16,1714,0.0188052608311229,0.0404634523508443,0.0045764565593101,-0.0216581915197214,0.0142288042718127,False,True,True,,4
depth 4,Random 50% #17,1714,0.0073507410721795,0.0266040913297384,0.0141362828480814,-0.0192533502575588,-0.0067855417759019,False,False,False,,4
depth 4,Random 50% #18,1714,0.0251803786741562,0.0410417742779113,0.0133047343954293,-0.0158613956037551,0.0118756442787268,False,True,True,,4
depth 4,Random 50% #19,1714,0.0087463233253787,0.0291094726871478,-0.0075125775681838,-0.020363149361769,0.0162589008935626,True,True,True,,4
depth 4,Random 50% #20,1714,0.0239488541873964,0.0320553228790224,0.0219124706250649,-0.008106468691626,0.0020363835623314,False,True,True,,4
depth 4,Random 50% #21,1714,0.0016605879752431,0.0169959656601878,0.0114543225617246,-0.0153353776849447,-0.0097937345864814,False,False,False,,4
depth 4,Random 50% #22,1714,0.0178287222426975,0.0322694315069244,0.0054416862016005,-0.0144407092642268,0.012387036041097,False,True,True,,4
depth 4,Random 50% #23,1714,-0.0051929851771431,0.0288492735299716,0.008682766923865,-0.0340422587071147,-0.0138757521010081,False,False,False,,4
depth 4,Random 50% #24,1714,0.0201698382197979,0.0289969274296611,0.0090085555813083,-0.0088270892098632,0.0111612826384896,False,True,True,,4
depth 4,Random 50% #25,1714,0.0024135223603308,0.038935137490236,0.0091234894255593,-0.0365216151299051,-0.0067099670652285,False,False,False,,4
depth 4,Random 50% #26,1714,-0.0063986093578627,0.0192099381128598,0.0012751586684596,-0.0256085474707225,-0.0076737680263223,False,False,False,,4
depth 4,Random 50% #27,1714,-0.0048317683881064,0.0301021035765065,-0.0009846023737627,-0.0349338719646129,-0.0038471660143437,True,False,True,,4
depth 4,Random 50% #28,1714,0.0098094573797898,0.0243691745955128,0.0139232524732921,-0.0145597172157229,-0.0041137950935022,False,False,False,,4
depth 4,Random 50% #29,1714,0.0125552608311229,0.0271449274111669,-0.0032936084173557,-0.014589666580044,0.0158488692484786,True,True,True,,4
depth 4,Random 50% #30,1714,0.0022139615866539,0.0281348004720486,0.0032906780311318,-0.0259208388853947,-0.0010767164444779,False,False,False,,4
depth 4,Random 50% #31,1714,0.0081502190717898,0.0298903780846639,0.0030391163271813,-0.021740159012874,0.0051111027446085,False,True,True,,4
depth 4,Random 50% #32,1714,-0.0092920029904661,0.0230071815704704,0.0071064348093677,-0.0322991845609366,-0.0163984377998339,False,False,False,,4
depth 4,Random 50% #33,1714,-0.002514181228832,0.0278805122608945,0.0077693533724987,-0.0303946934897266,-0.0102835346013307,False,False,False,,4
depth 4,Random 50% #34,1714,0.0070180513371488,0.0306667199189531,-0.0022017493717274,-0.0236486685818043,0.0092198007088763,True,True,True,,4
depth 4,Random 50% #35,1714,0.0093248828878478,0.0378687374692606,0.0111808535657383,-0.0285438545814127,-0.0018559706778904,False,False,False,,4
depth 4,Random 50% #36,1714,0.016912667846362,0.0211103595499593,0.0103104340264792,-0.0041976917035973,0.0066022338198828,False,True,True,,4
depth 4,Random 50% #37,1714,0.0036653828805384,0.0289824451404051,-0.0004394360576216,-0.0253170622598666,0.0041048189381601,True,True,True,,4
depth 4,Random 50% #38,1714,0.0021576191788371,0.0361669961392025,0.0109858190572818,-0.0340093769603653,-0.0088281998784447,False,False,False,,4
depth 4,Random 50% #39,1714,0.0170086158804934,0.0238823428700334,0.0087536871068225,-0.00687372698954,0.0082549287736708,False,True,True,,4
depth 4,Random 50% #40,1714,0.018520937100027,0.0402305097641516,0.0105842218502826,-0.0217095726641245,0.0079367152497444,False,True,True,,4
depth 4,Random 50% #41,1714,0.0027199322354597,0.0355091813596095,0.0030190909609648,-0.0327892491241497,-0.0002991587255051,False,False,False,,4
depth 4,Random 50% #42,1714,0.0178900300253214,0.0319254608473431,0.0037433775054131,-0.0140354308220217,0.0141466525199082,False,True,True,,4
depth 4,Random 50% #43,1714,0.0169958506224066,0.0364942798840376,0.003647237834118,-0.019498429261631,0.0133486127882885,False,True,True,,4
depth 4,Random 50% #44,1714,-0.0080414937759336,0.0314511621702304,-0.0009715739386053,-0.039492655946164,-0.0070699198373282,True,False,True,,4
depth 4,Random 50% #45,1714,-0.0006684003732017,0.0316519855426376,0.0063029399816915,-0.0323203859158393,-0.0069713403548933,False,False,False,,4
depth 4,Random 50% #46,1714,-0.0127567411871579,0.0362296317185195,0.0138573508456004,-0.0489863729056775,-0.0266140920327584,False,False,False,,4
depth 4,Random 50% #47,1714,-0.0023071888899981,0.030421725677894,0.0167370587292234,-0.0327289145678921,-0.0190442476192215,False,False,False,,4
depth 4,Random 50% #48,1714,0.0007707867678387,0.0354094574732764,0.0098204719208671,-0.0346386707054376,-0.0090496851530283,False,False,False,,4
depth 4,Random 50% #49,1714,-0.0052585890287469,0.0219379851433472,0.0111552681950587,-0.0271965741720942,-0.0164138572238057,False,False,False,,4
depth 4,Random 50% #50,1714,-0.009935439192208,0.0238433446916069,-0.0049021481514379,-0.0337787838838149,-0.00503329104077,True,False,True,,4
depth 4,Random 30% #1,1028,0.0177032019704433,0.0426061930406145,0.0140461103559295,-0.0249029910701712,0.0036570916145137,False,True,True,,4
depth 4,Random 30% #2,1028,-0.0188812287552644,0.0289685546213613,0.0023787098901301,-0.0478497833766258,-0.0212599386453946,False,False,False,,4
depth 4,Random 30% #3,1028,-0.0136963318843895,0.0200677284235722,-0.013826492895555,-0.0337640603079617,0.0001301610111655,True,True,True,,4
depth 4,Random 30% #4,1028,0.012612065619632,0.0204225260502294,-0.0002210706600593,-0.0078104604305973,0.0128331362796914,True,True,True,,4
depth 4,Random 30% #5,1028,0.012955140579904,0.0379493615490146,0.0096673337922572,-0.0249942209691105,0.0032878067876467,False,True,True,,4
depth 4,Random 30% #6,1028,0.011061887501678,0.0470478291159446,0.0059780359189082,-0.0359859416142665,0.0050838515827698,False,True,True,,4
depth 4,Random 30% #7,1028,-0.0019795447047178,0.0349143864673815,0.0044333319323667,-0.0368939311720994,-0.0064128766370846,False,False,False,,4
depth 4,Random 30% #8,1028,-0.0013757582957458,0.0345028136746261,0.0056745458085265,-0.0358785719703719,-0.0070503041042724,False,False,False,,4
depth 4,Random 30% #9,1028,0.0167924069116573,0.0292532050764076,0.0054099727614448,-0.0124607981647502,0.0113824341502125,False,True,True,,4
depth 4,Random 30% #10,1028,0.0218614718614718,0.0296030373956452,-0.0107747621638614,-0.0077415655341734,0.0326362340253333,True,True,True,,4
depth 4,Random 30% #11,1028,0.0036992125742528,0.0397315754212041,-0.0146094657886759,-0.0360323628469513,0.0183086783629288,True,True,True,,4
depth 4,Random 30% #12,1028,-0.0176439165409753,0.0344541421082082,-0.0196570977076136,-0.0520980586491835,0.0020131811666383,True,True,True,,4
depth 4,Random 30% #13,1028,0.0061871080085679,0.0533023991911294,0.0113394211613408,-0.0471152911825614,-0.0051523131527728,False,False,False,,4
depth 4,Random 30% #14,1028,-0.0024039572835282,0.0382903903456353,-0.0021977325786152,-0.0406943476291635,-0.000206224704913,True,False,True,,4
depth 4,Random 30% #15,1028,-0.0014797507788162,0.044130260607636,-0.0087814812780926,-0.0456100113864522,0.0073017304992764,True,True,True,,4
depth 4,Random 30% #16,1028,0.006823838043474,0.0350558917904822,-0.0078954166390042,-0.0282320537470081,0.0147192546824783,True,True,True,,4
depth 4,Random 30% #17,1028,0.0030261642698374,0.041467887243447,-0.0011579022760444,-0.0384417229736095,0.0041840665458818,True,True,True,,4
depth 4,Random 30% #18,1028,0.008237689744539,0.0275202217687554,0.0004875991655716,-0.0192825320242164,0.0077500905789674,False,True,True,,4
depth 4,Random 30% #19,1028,0.0066883064376393,0.0256656489918006,-0.0142410933018552,-0.0189773425541613,0.0209293997394946,True,True,True,,4
depth 4,Random 30% #20,1028,-0.0099963316214233,0.036100597531905,-0.0012773981586378,-0.0460969291533284,-0.0087189334627855,True,False,True,,4
depth 4,Random 30% #21,1028,0.002277451699682,0.0390509737134341,-0.0235139764751454,-0.0367735220137521,0.0257914281748275,True,True,True,,4
depth 4,Random 30% #22,1028,0.0271739130434782,0.0260482343520489,0.0005265305971514,0.0011256786914293,0.0266473824463268,False,False,False,,4
depth 4,Random 30% #23,1028,0.0053719593676173,0.0535409150223809,0.0070937043763033,-0.0481689556547635,-0.0017217450086859,False,False,False,,4
depth 4,Random 30% #24,1028,0.0374355138753044,0.0423378978542787,-0.0076843654332411,-0.0049023839789743,0.0451198793085455,True,True,True,,4
depth 4,Random 30% #25,1028,0.0207335170659317,0.0399884469967468,0.0186536155248717,-0.0192549299308151,0.00207990154106,False,True,True,,4
depth 4,Random 30% #26,1028,0.000322640117994,0.0475647613554018,-0.0284206330385845,-0.0472421212374077,0.0287432731565786,True,True,True,,4
depth 4,Random 30% #27,1028,-0.0133699862551543,0.0453165076294219,-0.0090142237284319,-0.0586864938845762,-0.0043557625267224,True,False,True,,4
depth 4,Random 30% #28,1028,0.0048546691403834,0.0313599177389192,0.0132478800739694,-0.0265052485985358,-0.008393210933586,False,False,False,,4
depth 4,Random 30% #29,1028,0.0132264436461088,0.0235148984038429,-0.0169733321707325,-0.010288454757734,0.0301997758168414,True,True,True,,4
depth 4,Random 30% #30,1028,0.0073191060456281,0.0410417007100759,-0.0013338552539873,-0.0337225946644478,0.0086529612996155,True,True,True,,4
depth 4,Random 30% #31,1028,0.0186572318838355,0.0542382344198024,0.0033256684644864,-0.0355810025359669,0.015331563419349,False,True,True,,4
depth 4,Random 30% #32,1028,0.0146773132638857,0.0484083111175908,0.001261556773407,-0.033730997853705,0.0134157564904786,False,True,True,,4
depth 4,Random 30% #33,1028,0.0107989019115876,0.0424342560819821,-0.0042671922015255,-0.0316353541703945,0.0150660941131131,True,True,True,,4
depth 4,Random 30% #34,1028,0.0036708111308466,0.0317241976961775,0.0049787640195571,-0.0280533865653309,-0.0013079528887105,False,False,False,,4
