setting,subset,n,difference,explained_menref,explained_womenref,unexplained_menref,unexplained_womenref,explained_flip,unexplained_flip,any_flip,error,n_estimators
trees 10,Random 30% #28,1028,0.0048546691403834,0.0015358227499211,0.0036632500482917,0.0033188463904622,0.0011914190920916,False,False,False,,10
trees 10,Random 30% #29,1028,0.0132264436461088,0.0051266141213021,0.0023699160359957,0.0080998295248067,0.0108565276101131,False,False,False,,10
trees 10,Random 30% #30,1028,0.0073191060456281,0.0066042482421997,0.0012963941766842,0.0007148578034283,0.0060227118689438,False,False,False,,10
trees 10,Random 30% #31,1028,0.0186572318838355,0.0105764377096503,0.0037108195559105,0.0080807941741851,0.014946412327925,False,False,False,,10
trees 10,Random 30% #32,1028,0.0146773132638857,0.0071013100802453,0.006481558816861,0.0075760031836403,0.0081957544470246,False,False,False,,10
trees 10,Random 30% #33,1028,0.0107989019115876,0.0043381183528365,0.0013862130797356,0.0064607835587511,0.009412688831852,False,False,False,,10
trees 10,Random 30% #34,1028,0.0036708111308466,0.0052515186612037,0.0058261375498258,-0.001580707530357,-0.0021553264189791,False,False,False,,10
trees 10,Random 30% #35,1028,-0.0021279853031231,0.0070017252972865,0.0035361979124794,-0.0091297106004097,-0.0056641832156026,False,False,False,,10
trees 10,Random 30% #36,1028,-0.0048226599270606,0.0062711356760584,0.0051071215258808,-0.011093795603119,-0.0099297814529414,False,False,False,,10
trees 10,Random 30% #37,1028,-0.0037446257685728,0.0071344900506412,0.0074006590066874,-0.0108791158192141,-0.0111452847752603,False,False,False,,10
trees 10,Random 30% #38,1028,0.0108722741433021,0.0048095861105161,0.0100371579914078,0.006062688032786,0.0008351161518943,False,False,False,,10
trees 10,Random 30% #39,1028,0.0380230468256006,0.0034040056338832,0.0060143454648793,0.0346190411917173,0.0320087013607213,False,False,False,,10
trees 10,Random 30% #40,1028,-0.0156995008383602,0.0052118725130288,0.0032919141800857,-0.020911373351389,-0.0189914150184459,False,False,False,,10
trees 10,Random 30% #41,1028,0.0003191021554961,0.005325915974399,0.0018424156305958,-0.0050068138189029,-0.0015233134750997,False,False,False,,10
trees 10,Random 30% #42,1028,0.0039796984507742,0.0023953156585912,0.0071351429318016,0.0015843827921829,-0.0031554444810273,False,True,True,,10
trees 10,Random 30% #43,1028,0.0320665445665445,0.006667673224026,0.0077155996282313,0.0253988713425184,0.0243509449383132,False,False,False,,10
trees 10,Random 30% #44,1028,0.014617494198646,0.0063100449910779,0.0060211820667905,0.008307449207568,0.0085963121318555,False,False,False,,10
trees 10,Random 30% #45,1028,-0.010677190889205,0.0076017500831964,0.0028664722298778,-0.0182789409724014,-0.0135436631190828,False,False,False,,10
trees 10,Random 30% #46,1028,-0.0211341559464426,0.0046570284898965,0.0050425718560626,-0.0257911844363391,-0.0261767278025053,False,False,False,,10
trees 10,Random 30% #47,1028,0.0021068472535741,0.0077469441014017,0.0062468876598292,-0.0056400968478276,-0.004140040406255,False,False,False,,10
trees 10,Random 30% #48,1028,0.0099373113536103,0.008212652257729,0.0068147344797418,0.0017246590958813,0.0031225768738685,False,False,False,,10
trees 10,Random 30% #49,1028,-0.0033935788911766,0.0061519751051811,0.0023378106218644,-0.0095455539963578,-0.0057313895130411,False,False,False,,10
trees 10,Random 30% #50,1028,-0.0149638584774062,0.0087078101200762,0.0049250473598335,-0.0236716685974825,-0.0198889058372398,False,False,False,,10
trees 25,All Patients,3429,0.0078818040435458,0.0087735936521186,0.0095276643380468,-0.0008917896085727,-0.0016458602945009,False,False,False,,25
trees 25,ICUType 1.0,490,0.0294939989088925,0.0316911285079556,0.0209618656689263,-0.0021971295990631,0.0085321332399661,False,True,True,,25
trees 25,ICUType 2.0,643,-0.000975689080413,0.0023341317600262,-0.0009774930707923,-0.0033098208404393,1.803990379273257e-06,True,True,True,,25
trees 25,ICUType 3.0,1357,-0.0217764843549488,0.0030136183272427,0.0040611590303491,-0.0247901026821916,-0.025837643385298,False,False,False,,25
trees 25,ICUType 4.0,939,0.0202084035501629,0.0180188230640743,0.0190878556923054,0.0021895804860885,0.0011205478578574,False,False,False,,25
trees 25,Age decile 0,374,0.046026807780653,0.0214642206753856,0.0020167893764683,0.0245625871052674,0.0440100184041846,False,False,False,,25
trees 25,Age decile 1,344,0.0273634472301562,0.0125948750568994,-0.000930446353996,0.0147685721732568,0.0282938935841522,True,False,True,,25
trees 25,Age decile 2,347,0.0042864169770219,0.007287827525954,0.0109912709786982,-0.003001410548932,-0.0067048540016762,False,False,False,,25
