sweep,setting,subset_name,subset_value,pop_name,y_name,delta_y,explained_1,unexplained_1,explained_0,unexplained_0,n_1,n_0,error,n_features,seconds,explained_flip,unexplained_flip,any_flip
xgb_trees,trees 10,naics_2,11,sex_female,pincp,-0.17442832844735356,0.014802415823462312,-0.189006797260042,0.00864771382791929,-0.18285209526449897,1770,10168,,63,0.06,False,False,False
xgb_trees,trees 10,naics_2,11,sex_female,hicov,0.06072557308405235,-0.006759762763977051,0.06778627634048462,-0.002422630786895752,0.06344914436340332,1770,10168,,63,0.05,False,False,False
xgb_trees,trees 10,naics_2,11,race_bw,pincp,-0.3082373735363646,-0.026264815982269596,-0.2851565545484469,-0.017156249610208008,-0.2942651209205085,198,10459,,62,0.05,False,False,False
xgb_trees,trees 10,naics_2,11,race_bw,hicov,-0.08277004677234145,0.0003865957260131836,-0.0832902193069458,-0.006547987461090088,-0.07635563611984253,198,10459,,62,0.06,True,False,True
xgb_trees,trees 10,naics_2,11,immigrant,pincp,-0.5044989627739547,-0.05823593380127434,-0.44604524486128305,-0.033416220105404904,-0.4708649585571525,2454,9484,,63,0.05,False,False,False
xgb_trees,trees 10,naics_2,11,immigrant,hicov,-0.29192622963498427,-0.022914767265319824,-0.2694239020347595,-0.015145361423492432,-0.2771933078765869,2454,9484,,63,0.06,False,False,False
xgb_trees,trees 10,naics_2,21,sex_female,pincp,-0.1566003960737774,0.04771793366741939,-0.20363094239760393,0.053534402938144154,-0.2094474116683287,858,4828,,60,0.03,False,False,False
xgb_trees,trees 10,naics_2,21,sex_female,hicov,0.029791252657864087,-0.0005575418472290039,0.0307273268699646,-0.0019606947898864746,0.03213047981262207,858,4828,,60,0.03,False,False,False
xgb_trees,trees 10,naics_2,21,race_bw,pincp,-0.3229724667527538,-0.01838066766912938,-0.306997620576297,-0.03105144057062681,-0.29432684767479955,204,5009,,59,0.02,False,False,False
xgb_trees,trees 10,naics_2,21,race_bw,hicov,-0.03411114895149525,-0.010585188865661621,-0.024104654788970947,-0.009312629699707031,-0.025377213954925537,204,5009,,59,0.02,False,False,False
xgb_trees,trees 10,naics_2,21,immigrant,pincp,0.04340662820095709,0.06475953609970553,-0.022022317895244115,0.062223817456589,-0.01948659925212759,538,5148,,60,0.03,False,False,False
xgb_trees,trees 10,naics_2,21,immigrant,hicov,-0.029199631430114614,-0.0009017586708068848,-0.027391910552978516,-0.0012003183364868164,-0.027093350887298584,538,5148,,60,0.03,False,False,False
xgb_trees,trees 10,naics_2,22,sex_female,pincp,-0.16498741705883546,0.03319761052217274,-0.19827105052141647,0.01952917456640968,-0.1846026145656534,2383,8526,,63,0.04,False,False,False
